句1模型,句1词牌,句1题目,句1内容,句2模型,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
doubao-seed-2.0-pro,祝英台近,秋窗忆远,倦倚层阑,deepseek-3.2-thinking,祝英台近,秋夜寄远,独倚危栏,0.8506,0.2500,0.6006
doubao-seed-2.0-pro,祝英台近,秋窗忆远,倦倚层阑,deepseek-3.2-thinking,祝英台近,江晚怀旧,独倚危栏,0.8506,0.2500,0.6006
doubao-seed-2.0-pro,祝英台近,秋窗忆远,倦倚层阑,qwen3.6-plus,祝英台近,秋江独望,独倚危栏,0.8506,0.2500,0.6006
doubao-seed-2.0-pro,沁园春,山居秋兴,叠嶂云收,qwen3.6-plus,沁园春,秋望,云开翠嶂,0.8504,0.2500,0.6004
doubao-seed-2.0-pro,祝英台近,秋晚过故园,砌蛩鸣,qwen3.6-plus,沁园春,秋暮登楼,蛩声咽砌,0.8856,0.2857,0.5999
doubao-seed-2.0-pro,祝英台近,过故人废园,砌蛩鸣,qwen3.6-plus,沁园春,秋暮登楼,蛩声咽砌,0.8856,0.2857,0.5999
doubao-seed-2.0-pro,祝英台近,秋末访旧居,砌蛩鸣,qwen3.6-plus,沁园春,秋暮登楼,蛩声咽砌,0.8856,0.2857,0.5999
qwen3.6-plus,菩萨蛮,秋江晚眺,暮云收尽江天阔,qwen3.6-plus,菩萨蛮,秋江夜泊,秋江暮霭连天远,0.8788,0.2857,0.5931
doubao-seed-2.0-pro,清平乐,江村晚泊,数点归鸦寒影没,glm-5,浪淘沙,秋江晚望,落照疏林鸦数点,0.8773,0.2857,0.5916
qwen3.6-plus,浪淘沙,秋江夜泊,聚散浮生原似梦,deepseek-3.2-thinking,浪淘沙,秋江夜思,浮生聚散本无常,0.8765,0.2857,0.5908
doubao-seed-2.0-pro,祝英台近,秋窗忆远,倦倚层阑,glm-5,祝英台近,秋暮怀远,倚危栏,0.8758,0.2857,0.5901
deepseek-3.2-thinking,祝英台近,晚秋寄远,独倚阑干,glm-5,祝英台近,秋暮怀远,倚危栏,0.8752,0.2857,0.5895
doubao-seed-2.0-pro,祝英台近,秋夜寄远,独倚阑干,glm-5,祝英台近,秋暮怀远,倚危栏,0.8752,0.2857,0.5895
deepseek-3.2-thinking,祝英台近,秋江寄怀,独倚阑干,glm-5,祝英台近,秋暮怀远,倚危栏,0.8752,0.2857,0.5895
glm-5,祝英台近,秋暮怀远,倚危栏,glm-5,祝英台近,秋暮独倚,独倚阑干,0.8752,0.2857,0.5895
deepseek-3.2-thinking,祝英台近,夏夜怀乡,独倚阑干,glm-5,祝英台近,秋暮怀远,倚危栏,0.8752,0.2857,0.5895
glm-5,浪淘沙,江上怀远,独倚阑干,glm-5,祝英台近,秋暮怀远,倚危栏,0.8752,0.2857,0.5895
deepseek-3.2-thinking,祝英台近,秋夕感怀,独倚阑干,glm-5,祝英台近,秋暮怀远,倚危栏,0.8752,0.2857,0.5895
deepseek-3.2-thinking,祝英台近,秋夜怀人,独倚阑干,glm-5,祝英台近,秋暮怀远,倚危栏,0.8752,0.2857,0.5895
doubao-seed-2.0-pro,清平乐,秋江晚泊,数点归鸦斜照畔,glm-5,浪淘沙,秋江晚望,落照疏林鸦数点,0.8752,0.2857,0.5894
doubao-seed-2.0-pro,祝英台近,荷亭忆旧,石径侵苔,doubao-seed-2.0-pro,祝英台近,过旧居怀友,苔径古,0.8746,0.2857,0.5889
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,glm-5,祝英台近,山居寄怀,倚危阑,0.9212,0.3333,0.5878
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,glm-5,祝英台近,秋思,倚危阑,0.9212,0.3333,0.5878
qwen3.6-plus,祝英台近,秋江送别,叹浮生、聚散如萍,qwen3.6-plus,浪淘沙,秋江夜泊,聚散浮生原似寄,0.8544,0.2667,0.5877
doubao-seed-2.0-pro,浪淘沙,淮上晚泊,欲寄音书无过雁,glm-5,菩萨蛮,秋怀,雁书欲寄天涯月,0.8723,0.2857,0.5865
doubao-seed-2.0-pro,浪淘沙,秋夜泊淮上,欲寄音书无过雁,glm-5,菩萨蛮,秋怀,雁书欲寄天涯月,0.8723,0.2857,0.5865
doubao-seed-2.0-pro,浪淘沙,客舟晚望,欲寄音书无雁字,glm-5,菩萨蛮,秋怀,雁书欲寄天涯月,0.8712,0.2857,0.5855
qwen3.6-plus,菩萨蛮,秋江夜泊,暮云凝碧江波阔,qwen3.6-plus,菩萨蛮,秋江暮眺,暮江烟水连天碧,0.8711,0.2857,0.5854
doubao-seed-2.0-pro,浪淘沙,客中秋望,万里家山云隔断,doubao-seed-2.0-pro,清平乐,秋江晚泊,望断家山千里,0.8923,0.3077,0.5846
doubao-seed-2.0-pro,沁园春,秋泛太湖望洞庭两山,世事尘飞,glm-5,沁园春,观星,尘寰事,0.8700,0.2857,0.5843
deepseek-3.2-thinking,清平乐,秋江晚眺,烟波渺渺长空,deepseek-3.2-thinking,菩萨蛮,暮江秋思,秋江渺渺烟波碧,0.8913,0.3077,0.5836
qwen3.6-plus,浪淘沙,秋江夜泊,聚散浮生原似寄,qwen3.6-plus,浪淘沙,秋暮江望,浮生聚散本无由,0.8675,0.2857,0.5818
glm-5,祝英台近,秋暮怀远,倚危栏,glm-5,祝英台近,暮秋怀远,立危阑,0.9149,0.3333,0.5816
glm-5,浪淘沙,秋江旅怀,独倚画栏,glm-5,祝英台近,秋思,倚危阑,0.8655,0.2857,0.5798
glm-5,浪淘沙,秋江旅怀,独倚画栏,glm-5,祝英台近,山居寄怀,倚危阑,0.8655,0.2857,0.5798
qwen3.6-plus,沁园春,秋暮登楼,凭阑久,glm-5,沁园春,观海抒怀,凭栏叹,0.9128,0.3333,0.5794
qwen3.6-plus,沁园春,秋江晚眺,凭阑久,glm-5,沁园春,观海抒怀,凭栏叹,0.9128,0.3333,0.5794
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,glm-5,沁园春,观海抒怀,凭栏叹,0.9128,0.3333,0.5794
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,glm-5,沁园春,观海抒怀,凭栏叹,0.9128,0.3333,0.5794
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,glm-5,沁园春,观海抒怀,凭栏叹,0.9128,0.3333,0.5794
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,glm-5,沁园春,观海抒怀,凭栏叹,0.9128,0.3333,0.5794
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,glm-5,沁园春,观海抒怀,凭栏叹,0.9128,0.3333,0.5794
glm-5,沁园春,观海抒怀,凭栏叹,glm-5,沁园春,赛博纪梦,凭阑久,0.9128,0.3333,0.5794
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,glm-5,沁园春,观海抒怀,凭栏叹,0.9128,0.3333,0.5794
glm-5,沁园春,观海抒怀,凭栏叹,glm-5,沁园春,夜观星图,凭阑久,0.9128,0.3333,0.5794
doubao-seed-2.0-pro,清平乐,江村晚泊,数点归鸦寒影没,qwen3.6-plus,菩萨蛮,秋江暮眺,归鸦几点带斜晖,0.8649,0.2857,0.5792
deepseek-3.2-thinking,浪淘沙,云壑晓行,意畅神欢,deepseek-3.2-thinking,沁园春,春游感旧,心欢畅,0.8637,0.2857,0.5780
deepseek-3.2-thinking,浪淘沙,江畔晚眺,远岫苍茫烟水阔,deepseek-3.2-thinking,清平乐,暮秋感怀,暮色苍茫遮远路,0.8636,0.2857,0.5779
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,doubao-seed-2.0-pro,祝英台近,暮春怀京口旧游,怕倚危阑,0.8634,0.2857,0.5777
qwen3.6-plus,浪淘沙,秋江夜泊,聚散浮生原似寄,deepseek-3.2-thinking,浪淘沙,秋江夜思,浮生聚散本无常,0.8634,0.2857,0.5777
qwen3.6-plus,祝英台近,春暮寄远,空辜负、旧时盟约,qwen3.6-plus,祝英台近,秋暮客怀,旧盟空负平生,0.8625,0.2857,0.5768
doubao-seed-2.0-pro,菩萨蛮,秋夜客怀,雁影遥天断,doubao-seed-2.0-pro,沁园春,秋过横塘旧居感旧,目断遥天雁字残,0.9101,0.3333,0.5768
doubao-seed-2.0-pro,沁园春,秋泛太湖望洞庭两山,世事尘飞,deepseek-3.2-thinking,祝英台近,秋夜怀人,尘事扰,0.8622,0.2857,0.5765
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,望断遥天雁字长,doubao-seed-2.0-pro,菩萨蛮,秋夜客怀,雁影遥天断,0.9095,0.3333,0.5762
doubao-seed-2.0-pro,祝英台近,客中秋思,立尽危阑,glm-5,祝英台近,秋暮怀远,倚危栏,0.8609,0.2857,0.5752
doubao-seed-2.0-pro,祝英台近,秋晚过故园,砌蛩鸣,qwen3.6-plus,沁园春,秋江望月,蛩声碎砌,0.8607,0.2857,0.5750
doubao-seed-2.0-pro,祝英台近,秋末访旧居,砌蛩鸣,qwen3.6-plus,沁园春,秋江望月,蛩声碎砌,0.8607,0.2857,0.5750
doubao-seed-2.0-pro,祝英台近,过故人废园,砌蛩鸣,qwen3.6-plus,沁园春,秋江望月,蛩声碎砌,0.8607,0.2857,0.5750
doubao-seed-2.0-pro,祝英台近,夏晚过城西荷湾忆旧,柳丝柔,doubao-seed-2.0-pro,祝英台近,秋泊枫桥怀人,丝条尚软,0.8598,0.2857,0.5741
doubao-seed-2.0-pro,祝英台近,秋泊枫桥怀人,丝条尚软,deepseek-3.2-thinking,祝英台近,春暮感旧,柳丝柔,0.8598,0.2857,0.5741
qwen3.6-plus,祝英台近,秋江暮望,秋江暮云卷,qwen3.6-plus,菩萨蛮,秋夜,暮云初卷秋江渺,0.9063,0.3333,0.5730
doubao-seed-2.0-pro,清平乐,秋溪闲饮,溪头流水淙淙,deepseek-3.2-thinking,浪淘沙,山居晨趣,溪流潺潺过石滩,0.8799,0.3077,0.5722
qwen3.6-plus,浪淘沙,秋江夜泊,聚散浮生原似梦,qwen3.6-plus,浪淘沙,秋暮江望,浮生聚散本无由,0.8572,0.2857,0.5715
qwen3.6-plus,浪淘沙,秋江夜泊,聚散浮生原似梦,deepseek-3.2-thinking,浪淘沙,秋夜听筝,人间聚散总如流,0.8566,0.2857,0.5708
deepseek-3.2-thinking,沁园春,智宇新程,抬眼望,deepseek-3.2-thinking,沁园春,网络乾坤,回望眼,0.9030,0.3333,0.5697
doubao-seed-2.0-pro,浪淘沙,秋夜枫桥泊舟,几杵疏钟云外落,doubao-seed-2.0-pro,清平乐,秋郊晚眺,风送疏钟几杵,0.8767,0.3077,0.5690
doubao-seed-2.0-pro,浪淘沙,客中秋望,万里家山云隔断,doubao-seed-2.0-pro,浪淘沙,秋江旅怀,望断故园云隔处,0.8541,0.2857,0.5684
qwen3.6-plus,菩萨蛮,秋江暮眺,归鸦几点带斜晖,glm-5,浪淘沙,秋江晚望,落照疏林鸦数点,0.8536,0.2857,0.5679
doubao-seed-2.0-pro,浪淘沙,客中秋思,欲寄家书无过雁,glm-5,菩萨蛮,秋怀,雁书欲寄天涯月,0.8534,0.2857,0.5677
doubao-seed-2.0-pro,菩萨蛮,江口晚泊,霜汀晚落孤鸿影,doubao-seed-2.0-pro,菩萨蛮,江楼晚望,归鸿影落寒江渡,0.8533,0.2857,0.5676
doubao-seed-2.0-pro,祝英台近,客中忆吴中旧游,倦倚阑干,glm-5,祝英台近,秋暮怀远,倚危栏,0.8533,0.2857,0.5675
doubao-seed-2.0-pro,浪淘沙,山驿晚秋,欲寄寒笺无雁托,glm-5,菩萨蛮,秋怀,雁书欲寄天涯月,0.8532,0.2857,0.5675
deepseek-3.2-thinking,清平乐,暮思,独立小楼凝望久,deepseek-3.2-thinking,清平乐,暮秋感怀,独倚阑干凝伫处,0.8527,0.2857,0.5669
deepseek-3.2-thinking,清平乐,暮思,年华逝水匆匆,glm-5,祝英台近,羁怀,叹流光、匆匆尘土,0.8525,0.2857,0.5668
deepseek-3.2-thinking,清平乐,夏夜寄怀,欲寄鱼书无雁,glm-5,菩萨蛮,秋怀,雁书欲寄天涯月,0.8741,0.3077,0.5664
doubao-seed-2.0-pro,浪淘沙,吴江晚泊,烟村远树望中收,doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,望里苍烟接远畴,0.8518,0.2857,0.5661
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,qwen3.6-plus,沁园春,秋江望古,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,qwen3.6-plus,沁园春,秋江夜眺,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,glm-5,沁园春,登楼感怀,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,glm-5,沁园春,观海抒怀,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,qwen3.6-plus,浪淘沙,秋江晚眺,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,qwen3.6-plus,浪淘沙,秋江望古,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,doubao-seed-2.0-pro,浪淘沙,秋泊感旧,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,qwen3.6-plus,浪淘沙,秋江夜泊,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,qwen3.6-plus,沁园春,星槎,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,qwen3.6-plus,沁园春,秋暮登楼,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,deepseek-3.2-thinking,祝英台近,秋夜怀远,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,deepseek-3.2-thinking,祝英台近,秋思,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,deepseek-3.2-thinking,祝英台近,夜航,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,glm-5,祝英台近,晚秋怀远,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,glm-5,沁园春,暮秋登楼,独倚危楼,0.8514,0.2857,0.5656
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,glm-5,祝英台近,暮春怀远,独倚危楼,0.8514,0.2857,0.5656
qwen3.6-plus,沁园春,秋江吟,笑往昔功名尽浮沤,deepseek-3.2-thinking,祝英台近,秋山夜话,笑谈今古浮名,0.8512,0.2857,0.5655
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,deepseek-3.2-thinking,祝英台近,夏夜怀乡,独倚阑干,0.8511,0.2857,0.5654
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,deepseek-3.2-thinking,祝英台近,秋江寄怀,独倚阑干,0.8511,0.2857,0.5654
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,glm-5,浪淘沙,江上怀远,独倚阑干,0.8511,0.2857,0.5654
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,glm-5,祝英台近,秋暮独倚,独倚阑干,0.8511,0.2857,0.5654
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,deepseek-3.2-thinking,祝英台近,晚秋寄远,独倚阑干,0.8511,0.2857,0.5654
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,deepseek-3.2-thinking,祝英台近,秋夜怀人,独倚阑干,0.8511,0.2857,0.5654
doubao-seed-2.0-pro,祝英台近,秋夜寄远,独倚阑干,doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,0.8511,0.2857,0.5654
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,deepseek-3.2-thinking,祝英台近,秋夕感怀,独倚阑干,0.8511,0.2857,0.5654
doubao-seed-2.0-pro,清平乐,晚泊枫桥,数点归鸦穿远树,glm-5,浪淘沙,秋江晚望,落照疏林鸦数点,0.8507,0.2857,0.5650
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,glm-5,浪淘沙,秋江旅怀,独倚画栏,0.8507,0.2857,0.5650
qwen3.6-plus,清平乐,秋江晚望,惊起沙鸥数点,deepseek-3.2-thinking,浪淘沙,江畔独步,几点沙鸥飞不定,0.8716,0.3077,0.5639
doubao-seed-2.0-pro,菩萨蛮,夏晚过湖居,何处问归期,qwen3.6-plus,浪淘沙,秋江夜泊,欲问归程何处是,0.8942,0.3333,0.5609
doubao-seed-2.0-pro,浪淘沙,客舟晚望,十载飘零萍迹远,qwen3.6-plus,祝英台近,秋江吟,十年踪迹萍浮,0.8644,0.3077,0.5568
doubao-seed-2.0-pro,浪淘沙,客中秋望,望极遥天烟水阔,qwen3.6-plus,菩萨蛮,秋江夜泊,烟水接遥天,0.8894,0.3333,0.5561
qwen3.6-plus,浪淘沙,秋江夜泊,江风卷暮云平,qwen3.6-plus,菩萨蛮,秋夜,暮云初卷秋江渺,0.8637,0.3077,0.5561
doubao-seed-2.0-pro,沁园春,北固山秋望,凭阑处,glm-5,沁园春,晚秋登高,凭栏意,0.8888,0.3333,0.5555
doubao-seed-2.0-pro,沁园春,京口秋望,凭阑处,glm-5,沁园春,晚秋登高,凭栏意,0.8888,0.3333,0.5555
doubao-seed-2.0-pro,祝英台近,秋窗忆远,凭阑处,glm-5,沁园春,晚秋登高,凭栏意,0.8888,0.3333,0.5555
doubao-seed-2.0-pro,清平乐,秋江晚泊,望断家山千里,doubao-seed-2.0-pro,浪淘沙,秋江旅怀,望断故园云隔处,0.8619,0.3077,0.5542
doubao-seed-2.0-pro,祝英台近,过旧居怀友,苔径古,glm-5,祝英台近,山居寄怀,径苔扫,0.8873,0.3333,0.5539
qwen3.6-plus,浪淘沙,江天暮雪,雁字横天书未就,qwen3.6-plus,浪淘沙,秋江望月,霜天雁字成行,0.8599,0.3077,0.5522
qwen3.6-plus,祝英台近,秋江夜泊,孤棹泊烟渚,qwen3.6-plus,祝英台近,秋江夜泊,烟渚泊孤艇,0.9518,0.4000,0.5518
qwen3.6-plus,祝英台近,秋江别,孤棹泊烟渚,qwen3.6-plus,祝英台近,秋江夜泊,烟渚泊孤艇,0.9518,0.4000,0.5518
deepseek-3.2-thinking,清平乐,山夜,星河转斗移杓,deepseek-3.2-thinking,清平乐,夜读,星移斗转长空,0.8847,0.3333,0.5514
doubao-seed-2.0-pro,浪淘沙,秋泊瓜洲,数点渔灯明灭里,deepseek-3.2-thinking,沁园春,江夜感怀,有渔灯数点,0.8844,0.3333,0.5510
doubao-seed-2.0-pro,沁园春,秋泛太湖望洞庭两山,流光驹隙,qwen3.6-plus,沁园春,星垂平野,叹驹隙、光阴暗换迁,0.8585,0.3077,0.5508
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,glm-5,祝英台近,秋思,倚危楼,0.8838,0.3333,0.5504
qwen3.6-plus,浪淘沙,秋江暮眺,几处渔灯明远浦,qwen3.6-plus,菩萨蛮,秋江夜泊,渔火隔江明,0.8825,0.3333,0.5492
doubao-seed-2.0-pro,祝英台近,夏晚过荷湾忆旧,旧曾共倚阑干,qwen3.6-plus,祝英台近,秋江别思,记曾同倚危栏,0.8819,0.3333,0.5486
doubao-seed-2.0-pro,祝英台近,荷亭忆旧,旧曾共倚阑干,qwen3.6-plus,祝英台近,秋江别思,记曾同倚危栏,0.8819,0.3333,0.5486
doubao-seed-2.0-pro,祝英台近,枫桥晚望有寄,黯延伫,glm-5,祝英台近,秋思,独凝伫,0.8818,0.3333,0.5485
doubao-seed-2.0-pro,祝英台近,枫桥晚望有寄,黯延伫,deepseek-3.2-thinking,祝英台近,秋日游园,独凝伫,0.8818,0.3333,0.5485
glm-5,浪淘沙,春晚登楼,天涯望断路漫漫,glm-5,清平乐,秋暮独倚,望断天涯千里,0.8559,0.3077,0.5482
deepseek-3.2-thinking,浪淘沙,江夜行舟,数点渔灯明灭处,deepseek-3.2-thinking,沁园春,江夜感怀,有渔灯数点,0.8799,0.3333,0.5465
doubao-seed-2.0-pro,浪淘沙,秋夜泊舟,数点渔灯明灭处,deepseek-3.2-thinking,沁园春,江夜感怀,有渔灯数点,0.8799,0.3333,0.5465
qwen3.6-plus,祝英台近,秋浦夜泊,寒浦泊孤棹,qwen3.6-plus,祝英台近,秋江夜泊,孤舟泊寒浦,0.9460,0.4000,0.5460
doubao-seed-2.0-pro,浪淘沙,秋夜泊瓜洲,几处渔灯明复暗,deepseek-3.2-thinking,祝英台近,秋江夜泊,寒灯明灭渔村,0.8527,0.3077,0.5451
deepseek-3.2-thinking,清平乐,夜网幽思,星河漫卷云长,deepseek-3.2-thinking,菩萨蛮,屏间梦,云屏漫卷星河坠,0.8527,0.3077,0.5451
doubao-seed-2.0-pro,清平乐,山行偶作,阶前露湿衣轻,doubao-seed-2.0-pro,菩萨蛮,秋江夜泊寄远,荻梢露重沾衣湿,0.8527,0.3077,0.5450
qwen3.6-plus,祝英台近,春暮寄远,云外孤鸿声杳,glm-5,浪淘沙,江上怀远,归鸿声断暮云间,0.8524,0.3077,0.5447
doubao-seed-2.0-pro,沁园春,秋泛太湖望洞庭两山,斜晖里,qwen3.6-plus,沁园春,秋望,斜阳外,0.8780,0.3333,0.5447
doubao-seed-2.0-pro,沁园春,秋泛太湖望洞庭两山,斜晖里,deepseek-3.2-thinking,沁园春,山居秋暝,斜阳外,0.8780,0.3333,0.5447
doubao-seed-2.0-pro,沁园春,秋泛太湖望洞庭两山,斜晖里,qwen3.6-plus,沁园春,秋望怀古,斜阳外,0.8780,0.3333,0.5447
doubao-seed-2.0-pro,沁园春,秋泛太湖望洞庭两山,斜晖里,qwen3.6-plus,沁园春,秋望抒怀,斜阳外,0.8780,0.3333,0.5447
doubao-seed-2.0-pro,沁园春,秋泛太湖望洞庭两山,斜晖里,qwen3.6-plus,沁园春,江天秋望,斜阳外,0.8780,0.3333,0.5447
doubao-seed-2.0-pro,祝英台近,秋暮过故人居,悄延伫,deepseek-3.2-thinking,祝英台近,秋日游园,独凝伫,0.8776,0.3333,0.5442
doubao-seed-2.0-pro,祝英台近,秋暮过故人居,悄延伫,glm-5,祝英台近,秋思,独凝伫,0.8776,0.3333,0.5442
doubao-seed-2.0-pro,祝英台近,枫桥晚望有寄,黯延伫,glm-5,祝英台近,晚秋怀远,伫凝伫,0.8773,0.3333,0.5439
doubao-seed-2.0-pro,沁园春,秋登庐山,凭栏处,doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登庐山,凭栏处,qwen3.6-plus,沁园春,秋江晚眺,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,qwen3.6-plus,沁园春,秋望怀古,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,qwen3.6-plus,沁园春,秋江望古,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,qwen3.6-plus,沁园春,秋江望月,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江晚眺,凭阑久,glm-5,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江望月,凭栏处,qwen3.6-plus,沁园春,秋暮登楼,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋望,凭栏处,qwen3.6-plus,沁园春,秋江晚眺,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,江天秋望,凭栏处,qwen3.6-plus,沁园春,秋江晚眺,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登庐山,凭栏处,qwen3.6-plus,沁园春,秋暮登楼,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,doubao-seed-2.0-pro,沁园春,秋登庐山,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,doubao-seed-2.0-pro,沁园春,山居秋兴,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,qwen3.6-plus,沁园春,江天秋望,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江望古,凭栏处,qwen3.6-plus,沁园春,秋江晚眺,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,qwen3.6-plus,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋望怀古,凭栏处,qwen3.6-plus,沁园春,秋江晚眺,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江晚眺,凭阑久,glm-5,沁园春,暮秋登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,glm-5,沁园春,暮秋登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,glm-5,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,qwen3.6-plus,沁园春,秋江望月,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,glm-5,沁园春,秋暮登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,glm-5,沁园春,秋暮登楼,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋暮登楼,凭阑久,glm-5,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋暮登楼,凭阑久,glm-5,沁园春,暮秋登楼,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江望月,凭栏处,qwen3.6-plus,沁园春,秋江晚眺,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋望怀古,凭栏处,qwen3.6-plus,沁园春,秋暮登楼,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,山居秋兴,凭栏处,qwen3.6-plus,沁园春,秋暮登楼,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋望,凭栏处,qwen3.6-plus,沁园春,秋暮登楼,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江望古,凭栏处,qwen3.6-plus,沁园春,秋暮登楼,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋暮登楼,凭阑久,glm-5,沁园春,秋暮登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,doubao-seed-2.0-pro,沁园春,山居秋兴,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,qwen3.6-plus,沁园春,秋望怀古,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,qwen3.6-plus,沁园春,江天秋望,凭栏处,0.8770,0.3333,0.5436
