句1模型,句1词牌,句1题目,句1内容,句2模型,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
doubao-seed-2.0-pro,沁园春,宗门感怀,独倚层阑,qwen3.6-plus,沁园春,问道玄枢,独倚危栏,0.9421,0.5000,0.4421
doubao-seed-2.0-pro,沁园春,宗门感怀,独倚层阑,qwen3.6-plus,沁园春,破戒吟,独倚危栏,0.9421,0.5000,0.4421
doubao-seed-2.0-pro,沁园春,宗门感怀,独倚层阑,qwen3.6-plus,沁园春,宗门偶感,独倚危栏,0.9421,0.5000,0.4421
doubao-seed-2.0-pro,沁园春,宗门感怀,独倚层阑,qwen3.6-plus,沁园春,宗务有感,独倚危栏,0.9421,0.5000,0.4421
deepseek-3.2-thinking,沁园春,宗门变革感怀,念青春弟子,deepseek-3.2-thinking,沁园春,宗门抒怀,弟子青春,0.8862,0.4444,0.4418
deepseek-3.2-thinking,沁园春,宗门感怀,念传统规矩,deepseek-3.2-thinking,沁园春,改革挣扎,规矩保宗,0.8857,0.4444,0.4412
doubao-seed-2.0-pro,沁园春,宗门夜感,待权衡利弊,deepseek-3.2-thinking,沁园春,宗门抒怀,利弊权衡,0.8835,0.4444,0.4391
doubao-seed-2.0-pro,沁园春,宗门夜感,待权衡利弊,deepseek-3.2-thinking,沁园春,宗门感遇,利弊权衡,0.8835,0.4444,0.4391
doubao-seed-2.0-pro,沁园春,宗门夜感,待权衡利弊,deepseek-3.2-thinking,沁园春,宗规感怀,利弊权衡,0.8835,0.4444,0.4391
doubao-seed-2.0-pro,沁园春,宗门感怀,待权衡利弊,deepseek-3.2-thinking,沁园春,宗门抒怀,利弊权衡,0.8835,0.4444,0.4391
doubao-seed-2.0-pro,沁园春,宗门感怀,待权衡利弊,deepseek-3.2-thinking,沁园春,宗门感遇,利弊权衡,0.8835,0.4444,0.4391
doubao-seed-2.0-pro,沁园春,宗门感怀,待权衡利弊,deepseek-3.2-thinking,沁园春,宗规感怀,利弊权衡,0.8835,0.4444,0.4391
doubao-seed-2.0-pro,沁园春,宗门感怀,待权衡利弊,deepseek-3.2-thinking,沁园春,宗门抒怀,利弊权衡,0.8835,0.4444,0.4391
doubao-seed-2.0-pro,沁园春,宗门感怀,待权衡利弊,deepseek-3.2-thinking,沁园春,宗门感遇,利弊权衡,0.8835,0.4444,0.4391
doubao-seed-2.0-pro,沁园春,宗门感怀,待权衡利弊,deepseek-3.2-thinking,沁园春,宗规感怀,利弊权衡,0.8835,0.4444,0.4391
doubao-seed-2.0-pro,沁园春,宗门感怀,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
deepseek-3.2-thinking,沁园春,规变感怀,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
deepseek-3.2-thinking,沁园春,宗门感怀,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
deepseek-3.2-thinking,沁园春,宗门感怀,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
deepseek-3.2-thinking,沁园春,宗门感怀,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
deepseek-3.2-thinking,沁园春,宗门感怀,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
deepseek-3.2-thinking,沁园春,宗规沉吟,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
qwen3.6-plus,沁园春,观规思变,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
qwen3.6-plus,沁园春,剑阁春思,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
qwen3.6-plus,沁园春,破阵吟,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
qwen3.6-plus,沁园春,宗门改革述怀,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
qwen3.6-plus,沁园春,玄门问纲,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
qwen3.6-plus,沁园春,宗门规箴有感,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
qwen3.6-plus,沁园春,道院沉吟,铁律森严,qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,0.8835,0.4444,0.4391
qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,qwen3.6-plus,沁园春,玄门长老书怀,铁律森严,0.8835,0.4444,0.4391
qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,qwen3.6-plus,沁园春,宗务有感,铁律森严,0.8835,0.4444,0.4391
qwen3.6-plus,沁园春,宗阁凝思,问森严铁律,qwen3.6-plus,沁园春,宗门改制叹,铁律森严,0.8835,0.4444,0.4391
doubao-seed-2.0-pro,沁园春,宗门感怀,对松涛万壑,doubao-seed-2.0-pro,沁园春,宗门感怀,万壑松涛,0.8831,0.4444,0.4387
doubao-seed-2.0-pro,沁园春,宗门感怀,对松涛万壑,doubao-seed-2.0-pro,沁园春,宗门感怀,万壑松涛,0.8831,0.4444,0.4387
deepseek-3.2-thinking,沁园春,宗派抒怀,倚阑干无语,deepseek-3.2-thinking,沁园春,宗门感怀,凭栏无语,0.8822,0.4444,0.4378
deepseek-3.2-thinking,沁园春,宗派感遇,暮鼓晨钟,deepseek-3.2-thinking,沁园春,宗门感怀,望晨钟暮鼓,0.8817,0.4444,0.4372
deepseek-3.2-thinking,沁园春,宗派感怀,确保安全,deepseek-3.2-thinking,沁园春,宗规感怀,安全可保,0.9369,0.5000,0.4369
doubao-seed-2.0-pro,沁园春,宗门感事,戒律森严,doubao-seed-2.0-pro,沁园春,宗门感怀,仗森严律度,0.8802,0.4444,0.4357
doubao-seed-2.0-pro,沁园春,宗门感事,戒律森严,doubao-seed-2.0-pro,沁园春,宗门感怀,仗森严律度,0.8802,0.4444,0.4357
doubao-seed-2.0-pro,沁园春,宗门感怀,仗森严律度,deepseek-3.2-thinking,沁园春,宗门感怀,戒律森严,0.8802,0.4444,0.4357
doubao-seed-2.0-pro,沁园春,宗门感怀,仗森严律度,qwen3.6-plus,沁园春,规叹,戒律森严,0.8802,0.4444,0.4357
doubao-seed-2.0-pro,沁园春,宗门感怀,仗森严律度,qwen3.6-plus,沁园春,玄门改制有感,戒律森严,0.8802,0.4444,0.4357
deepseek-3.2-thinking,沁园春,宗门感怀,阻力重重,deepseek-3.2-thinking,沁园春,宗门感怀,叹重重阻力,0.8770,0.4444,0.4326
deepseek-3.2-thinking,沁园春,宗门感怀,叹重重阻力,deepseek-3.2-thinking,沁园春,宗规感怀,阻力重重,0.8770,0.4444,0.4326
deepseek-3.2-thinking,沁园春,宗门感怀,叹重重阻力,deepseek-3.2-thinking,沁园春,宗门感怀,阻力重重,0.8770,0.4444,0.4326
deepseek-3.2-thinking,沁园春,宗门感怀,叹重重阻力,deepseek-3.2-thinking,沁园春,宗规感怀,阻力重重,0.8770,0.4444,0.4326
doubao-seed-2.0-pro,沁园春,宗门感事,见霜寒剑冷,qwen3.6-plus,沁园春,问宗规,剑冷霜锋,0.8770,0.4444,0.4325
doubao-seed-2.0-pro,沁园春,宗门感事,叹英才多少,deepseek-3.2-thinking,沁园春,规改感怀,年少英才,0.8767,0.4444,0.4323
deepseek-3.2-thinking,沁园春,宗规感怀,却惧危时战未穷,qwen3.6-plus,沁园春,宗门书怀,却恐临危战阵难,0.8605,0.4286,0.4319
deepseek-3.2-thinking,沁园春,宗门感怀,云锁仙山,deepseek-3.2-thinking,沁园春,仙门感怀,仙山雾锁,0.9314,0.5000,0.4314
deepseek-3.2-thinking,沁园春,宗门感怀,云锁仙山,deepseek-3.2-thinking,沁园春,宗门感怀,仙山雾锁,0.9314,0.5000,0.4314
doubao-seed-2.0-pro,沁园春,宗门感怀,欲破陈规,deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,0.8743,0.4444,0.4299
doubao-seed-2.0-pro,沁园春,宗门感怀,欲破陈规,deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,0.8743,0.4444,0.4299
doubao-seed-2.0-pro,沁园春,宗门感怀,欲破陈规,deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,玄渊阁规谏,欲破陈规,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,观宗门戒律有感,欲破陈规,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,问道玄枢,欲破陈规,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,戒律思变,欲破陈规,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,云崖规训,欲破陈规,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,破阵辞,欲破陈规,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,玄门新议,欲破陈规,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,破阵吟,欲破陈规,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,宗门改革述怀,欲破陈规,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,玄规吟,欲破陈规,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,宗门偶感,欲破陈规,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,宗门感怀,欲破陈规,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,宗门书怀,欲破陈规,0.8743,0.4444,0.4299
deepseek-3.2-thinking,沁园春,宗派感怀,叹陈规难破,qwen3.6-plus,沁园春,玄门长老书怀,欲破陈规,0.8743,0.4444,0.4299
doubao-seed-2.0-pro,沁园春,宗门感怀,独倚层阑,deepseek-3.2-thinking,沁园春,宗门感事,独倚危楼,0.9293,0.5000,0.4293
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,deepseek-3.2-thinking,沁园春,宗派感怀,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,deepseek-3.2-thinking,沁园春,规革吟,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,deepseek-3.2-thinking,沁园春,宗门感怀,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,deepseek-3.2-thinking,沁园春,宗门感怀,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,deepseek-3.2-thinking,沁园春,宗门抒怀,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,deepseek-3.2-thinking,沁园春,宗门感事,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,deepseek-3.2-thinking,沁园春,规革感怀,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,deepseek-3.2-thinking,沁园春,宗门感事,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,deepseek-3.2-thinking,沁园春,宗门抒怀,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,deepseek-3.2-thinking,沁园春,仙宗感怀,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,deepseek-3.2-thinking,沁园春,仙门感怀,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,deepseek-3.2-thinking,沁园春,宗派感怀,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,deepseek-3.2-thinking,沁园春,宗派感怀,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,qwen3.6-plus,沁园春,玄门夜思,规矩森严,0.8732,0.4444,0.4288
doubao-seed-2.0-pro,沁园春,宗门感怀,仗森严律度,qwen3.6-plus,沁园春,戒律思变,律令森严,0.8732,0.4444,0.4287
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,doubao-seed-2.0-pro,沁园春,宗阁夜思,矩矱森严,0.8731,0.4444,0.4286
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,doubao-seed-2.0-pro,沁园春,宗门感怀,矩矱森严,0.8731,0.4444,0.4286
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,doubao-seed-2.0-pro,沁园春,宗门抒怀,矩矱森严,0.8731,0.4444,0.4286
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,doubao-seed-2.0-pro,沁园春,宗门感怀,矩矱森严,0.8731,0.4444,0.4286
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,doubao-seed-2.0-pro,沁园春,宗门抒怀,矩矱森严,0.8731,0.4444,0.4286
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,doubao-seed-2.0-pro,沁园春,宗门感怀,矩矱森严,0.8731,0.4444,0.4286
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,仗森严箴矩,doubao-seed-2.0-pro,沁园春,宗中感怀,矩矱森严,0.8731,0.4444,0.4286
deepseek-3.2-thinking,沁园春,宗门夜思,变革艰难路未通,deepseek-3.2-thinking,沁园春,宗规感怀,改革难行路已穷,0.8555,0.4286,0.4269
deepseek-3.2-thinking,沁园春,宗门感怀,变革艰难路未通,deepseek-3.2-thinking,沁园春,宗规感怀,改革难行路已穷,0.8555,0.4286,0.4269
doubao-seed-2.0-pro,沁园春,仙门感怀,念金科玉律,qwen3.6-plus,沁园春,问宗规,玉律金科,0.8713,0.4444,0.4268
doubao-seed-2.0-pro,沁园春,宗门感怀,欲破陈规,doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,欲破陈规,doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,欲破陈规,doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,玄渊阁规谏,欲破陈规,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,观宗门戒律有感,欲破陈规,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,问道玄枢,欲破陈规,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,戒律思变,欲破陈规,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,云崖规训,欲破陈规,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,破阵辞,欲破陈规,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,玄门新议,欲破陈规,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,破阵吟,欲破陈规,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,宗门改革述怀,欲破陈规,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,玄规吟,欲破陈规,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,宗门偶感,欲破陈规,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,宗门感怀,欲破陈规,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,宗门书怀,欲破陈规,0.9254,0.5000,0.4254
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难破,qwen3.6-plus,沁园春,玄门长老书怀,欲破陈规,0.9254,0.5000,0.4254
deepseek-3.2-thinking,沁园春,宗派感怀,战力须保,deepseek-3.2-thinking,沁园春,宗规叹,能保战力,0.9250,0.5000,0.4250
doubao-seed-2.0-pro,沁园春,宗门感怀,甚权衡两端,deepseek-3.2-thinking,沁园春,宗规感怀,两处权衡,0.8687,0.4444,0.4243
deepseek-3.2-thinking,沁园春,宗门感怀,衷肠谁诉,deepseek-3.2-thinking,沁园春,宗门感怀,难诉衷肠,0.9238,0.5000,0.4238
deepseek-3.2-thinking,沁园春,宗派感怀,衷肠谁诉,deepseek-3.2-thinking,沁园春,宗门感怀,难诉衷肠,0.9238,0.5000,0.4238
deepseek-3.2-thinking,沁园春,宗门夜思,规矩须传,deepseek-3.2-thinking,沁园春,宗门感怀,念传统规矩,0.8680,0.4444,0.4236
doubao-seed-2.0-pro,沁园春,云阁抒怀,独倚层台,deepseek-3.2-thinking,沁园春,宗规感怀,凭高台独倚,0.8680,0.4444,0.4235
doubao-seed-2.0-pro,沁园春,宗门感怀,独倚层台,deepseek-3.2-thinking,沁园春,宗规感怀,凭高台独倚,0.8680,0.4444,0.4235
qwen3.6-plus,沁园春,问道玄枢,独倚危栏,qwen3.6-plus,沁园春,宗门夜思,独倚阑干,0.9225,0.5000,0.4225
qwen3.6-plus,沁园春,破戒吟,独倚危栏,qwen3.6-plus,沁园春,宗门夜思,独倚阑干,0.9225,0.5000,0.4225
qwen3.6-plus,沁园春,宗门偶感,独倚危栏,qwen3.6-plus,沁园春,宗门夜思,独倚阑干,0.9225,0.5000,0.4225
qwen3.6-plus,沁园春,宗门夜思,独倚阑干,qwen3.6-plus,沁园春,宗务有感,独倚危栏,0.9225,0.5000,0.4225
deepseek-3.2-thinking,沁园春,规革吟,战力方豪,deepseek-3.2-thinking,沁园春,宗门思变,战力须雄,0.9220,0.5000,0.4220
doubao-seed-2.0-pro,沁园春,宗门感事,见霜寒剑冷,doubao-seed-2.0-pro,沁园春,宗门抒怀,剑冷苍寒,0.8658,0.4444,0.4214
deepseek-3.2-thinking,沁园春,宗门抒怀,固守传统,deepseek-3.2-thinking,沁园春,宗规感怀,传统守护,0.9212,0.5000,0.4212
deepseek-3.2-thinking,沁园春,宗规感怀,桎梏几重,qwen3.6-plus,沁园春,规叹,千重桎梏,0.9199,0.5000,0.4199
doubao-seed-2.0-pro,沁园春,宗门述怀,怅新途欲启,qwen3.6-plus,沁园春,宗中思变,欲启新途,0.8636,0.4444,0.4191
doubao-seed-2.0-pro,沁园春,宗门感怀,旧制承宗,deepseek-3.2-thinking,沁园春,修仙感怀,传承旧制,0.9186,0.5000,0.4186
deepseek-3.2-thinking,沁园春,宗门抒怀,利弊权衡,deepseek-3.2-thinking,沁园春,宗门感事,但权衡利弊,0.8629,0.4444,0.4184
deepseek-3.2-thinking,沁园春,宗门感遇,利弊权衡,deepseek-3.2-thinking,沁园春,宗门感事,但权衡利弊,0.8629,0.4444,0.4184
deepseek-3.2-thinking,沁园春,宗规感怀,利弊权衡,deepseek-3.2-thinking,沁园春,宗门感事,但权衡利弊,0.8629,0.4444,0.4184
doubao-seed-2.0-pro,沁园春,宗门抒怀,剑耸危峰,doubao-seed-2.0-pro,沁园春,宗门感怀,剑立层峰,0.9166,0.5000,0.4166
doubao-seed-2.0-pro,沁园春,宗门感怀,仗森严律度,qwen3.6-plus,沁园春,云阶吟,玉律森严,0.8609,0.4444,0.4165
doubao-seed-2.0-pro,沁园春,宗门感怀,仗森严律度,qwen3.6-plus,沁园春,问规,玉律森严,0.8609,0.4444,0.4165
doubao-seed-2.0-pro,沁园春,宗门感怀,丹灶烟浮,doubao-seed-2.0-pro,沁园春,宗阁感怀,看烟凝丹灶,0.8594,0.4444,0.4150
doubao-seed-2.0-pro,沁园春,宗门感怀,念妖氛未靖,doubao-seed-2.0-pro,沁园春,宗门感怀,屡靖妖氛,0.8593,0.4444,0.4149
doubao-seed-2.0-pro,沁园春,宗门述怀,念妖氛未靖,doubao-seed-2.0-pro,沁园春,宗门感怀,屡靖妖氛,0.8593,0.4444,0.4149
deepseek-3.2-thinking,沁园春,宗门感怀,磨消志气,deepseek-3.2-thinking,沁园春,宗门夜思,消磨锐气,0.9143,0.5000,0.4143
doubao-seed-2.0-pro,沁园春,宗门感事,戒律森严,doubao-seed-2.0-pro,沁园春,宗门改制受阻书怀,严凝戒律,0.9140,0.5000,0.4140
doubao-seed-2.0-pro,沁园春,宗门感事,戒律森严,doubao-seed-2.0-pro,沁园春,宗门改制受阻书怀,严凝戒律,0.9140,0.5000,0.4140
doubao-seed-2.0-pro,沁园春,宗门改制受阻书怀,严凝戒律,deepseek-3.2-thinking,沁园春,宗门感怀,戒律森严,0.9140,0.5000,0.4140
doubao-seed-2.0-pro,沁园春,宗门改制受阻书怀,严凝戒律,qwen3.6-plus,沁园春,规叹,戒律森严,0.9140,0.5000,0.4140
doubao-seed-2.0-pro,沁园春,宗门改制受阻书怀,严凝戒律,qwen3.6-plus,沁园春,玄门改制有感,戒律森严,0.9140,0.5000,0.4140
doubao-seed-2.0-pro,沁园春,宗门感事,见霜寒剑冷,doubao-seed-2.0-pro,沁园春,宗门述怀,剑御霜寒,0.8574,0.4444,0.4129
doubao-seed-2.0-pro,沁园春,宗门感怀,须严律令,qwen3.6-plus,沁园春,戒律思变,律令森严,0.9129,0.5000,0.4129
deepseek-3.2-thinking,沁园春,宗规感怀,利弊相权,deepseek-3.2-thinking,沁园春,修仙感怀,权衡利弊,0.9128,0.5000,0.4128
deepseek-3.2-thinking,沁园春,宗规感怀,利弊相权,deepseek-3.2-thinking,沁园春,宗派感怀,权衡利弊,0.9128,0.5000,0.4128
deepseek-3.2-thinking,沁园春,宗规感怀,利弊相权,deepseek-3.2-thinking,沁园春,感怀宗规,权衡利弊,0.9128,0.5000,0.4128
deepseek-3.2-thinking,沁园春,宗规感怀,利弊相权,deepseek-3.2-thinking,沁园春,宗门变革之惑,权衡利弊,0.9128,0.5000,0.4128
deepseek-3.2-thinking,沁园春,宗规感怀,利弊相权,deepseek-3.2-thinking,沁园春,宗规感怀,权衡利弊,0.9128,0.5000,0.4128
deepseek-3.2-thinking,沁园春,宗规感怀,利弊相权,deepseek-3.2-thinking,沁园春,规改感怀,权衡利弊,0.9128,0.5000,0.4128
doubao-seed-2.0-pro,沁园春,宗门述怀,炉边丹火,qwen3.6-plus,沁园春,云崖问道,丹炉熄火,0.9127,0.5000,0.4127
doubao-seed-2.0-pro,沁园春,宗门感怀,霜凝铁律,qwen3.6-plus,沁园春,破阵子·宗门规诫有感,铁律霜严,0.9124,0.5000,0.4124
doubao-seed-2.0-pro,沁园春,宗门感事,列岫环门,doubao-seed-2.0-pro,沁园春,宗门述怀,列嶂环宗,0.9121,0.5000,0.4121
doubao-seed-2.0-pro,沁园春,宗门感怀,万仞云峰,doubao-seed-2.0-pro,沁园春,宗门感怀,万仞苍峦,0.9120,0.5000,0.4120
doubao-seed-2.0-pro,沁园春,宗门感怀,万仞苍峦,doubao-seed-2.0-pro,沁园春,宗门抒怀,万仞云峰,0.9120,0.5000,0.4120
deepseek-3.2-thinking,沁园春,修仙感怀,战力犹雄,deepseek-3.2-thinking,沁园春,规革吟,战力方豪,0.9118,0.5000,0.4118
deepseek-3.2-thinking,沁园春,规革吟,战力方豪,deepseek-3.2-thinking,沁园春,宗门思变,战力犹雄,0.9118,0.5000,0.4118
deepseek-3.2-thinking,沁园春,规革吟,战力方豪,deepseek-3.2-thinking,沁园春,宗规感怀,战力犹雄,0.9118,0.5000,0.4118
deepseek-3.2-thinking,沁园春,规革吟,战力方豪,deepseek-3.2-thinking,沁园春,宗规感怀,战力犹雄,0.9118,0.5000,0.4118
deepseek-3.2-thinking,沁园春,规革吟,战力方豪,deepseek-3.2-thinking,沁园春,感怀宗规,战力犹雄,0.9118,0.5000,0.4118
deepseek-3.2-thinking,沁园春,规革吟,战力方豪,deepseek-3.2-thinking,沁园春,宗门感怀,战力犹雄,0.9118,0.5000,0.4118
doubao-seed-2.0-pro,沁园春,感宗门事,叹拘挛灵性,doubao-seed-2.0-pro,沁园春,宗门抒怀,拘牵性灵,0.8561,0.4444,0.4117
doubao-seed-2.0-pro,沁园春,宗门述怀,初心不改,qwen3.6-plus,沁园春,宗门规箴有感,未改初心,0.9115,0.5000,0.4115
doubao-seed-2.0-pro,沁园春,宗门述怀,炉边丹火,qwen3.6-plus,沁园春,玄门夜思,算丹炉火冷,0.8554,0.4444,0.4110
deepseek-3.2-thinking,沁园春,宗门抒怀,固守传统,deepseek-3.2-thinking,沁园春,规训思变,传统根固,0.9109,0.5000,0.4109
doubao-seed-2.0-pro,沁园春,宗门夜感,欲改陈规,doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难改,0.9106,0.5000,0.4106
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难改,deepseek-3.2-thinking,沁园春,宗门抒怀,欲改陈规,0.9106,0.5000,0.4106
doubao-seed-2.0-pro,沁园春,宗门感怀,陈规难改,deepseek-3.2-thinking,沁园春,感怀宗规,欲改陈规,0.9106,0.5000,0.4106
doubao-seed-2.0-pro,沁园春,感宗门事,看严规似铁,deepseek-3.2-thinking,沁园春,宗派感怀,规严如铁,0.8543,0.4444,0.4099
doubao-seed-2.0-pro,沁园春,宗门抒怀,万仞仙山,doubao-seed-2.0-pro,沁园春,宗门感怀,万仞灵峰,0.9097,0.5000,0.4097
doubao-seed-2.0-pro,沁园春,宗门感事,万仞仙山,doubao-seed-2.0-pro,沁园春,宗门感怀,万仞灵峰,0.9097,0.5000,0.4097
doubao-seed-2.0-pro,沁园春,宗门感怀,形拘神敛,doubao-seed-2.0-pro,沁园春,仙门感怀,神拘貌敛,0.9096,0.5000,0.4096
deepseek-3.2-thinking,沁园春,宗规思变,改革途艰,deepseek-3.2-thinking,沁园春,规革之思,变革路艰险,0.8540,0.4444,0.4095
deepseek-3.2-thinking,沁园春,宗门感事,念规矩传承,deepseek-3.2-thinking,沁园春,改革挣扎,规矩保宗,0.8538,0.4444,0.4094
doubao-seed-2.0-pro,沁园春,宗门抒怀,霜凝玉律,qwen3.6-plus,沁园春,破戒吟,玉律霜严,0.9093,0.5000,0.4093
