句1模型,句1词牌,句1题目,句1内容,句2模型,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
qwen3.6-plus,浪淘沙,玉兰吟,雾锁重关,qwen3.6-plus,沁园春,玉兰初绽,重门深锁,0.8659,0.2500,0.6159
deepseek-3.2-thinking,沁园春,白玉兰春感,冰心玉质,qwen3.6-plus,祝英台近,玉兰庭立,玉魄冰姿,0.8653,0.2500,0.6153
deepseek-3.2-thinking,祝英台近,见玉兰感怀,独倚栏杆,qwen3.6-plus,沁园春,咏玉兰,笑倚阑干,0.8636,0.2500,0.6136
deepseek-3.2-thinking,沁园春,玉兰吟,玉树琼妍,qwen3.6-plus,沁园春,见庭玉兰有感,琼英似玉,0.8632,0.2500,0.6132
doubao-seed-2.0-pro,清平乐,校道观玉兰作,风埃满袖,doubao-seed-2.0-pro,沁园春,春日见玉兰感怀,袖满征尘,0.8627,0.2500,0.6127
qwen3.6-plus,祝英台近,玉兰庭畔,素萼初凝,doubao-seed-2.0-pro,祝英台近,暮春见玉兰偶作,素英乍坼,0.8625,0.2500,0.6125
qwen3.6-plus,沁园春,玉明心,墨染残笺,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,笺褪墨,0.8981,0.2857,0.6123
qwen3.6-plus,祝英台近,玉兰庭畔,素萼初凝,doubao-seed-2.0-pro,祝英台近,校隅见玉兰作,冰绡初绽,0.8610,0.2500,0.6110
qwen3.6-plus,沁园春,春望玉兰有感,独倚芸窗,qwen3.6-plus,祝英台近,玉兰见志,客窗孤倚,0.8608,0.2500,0.6108
doubao-seed-2.0-pro,沁园春,见玉兰感怀,案积残笺,doubao-seed-2.0-pro,祝英台近,校隅见玉兰作,笺积案,0.8964,0.2857,0.6107
doubao-seed-2.0-pro,沁园春,校中见玉兰感作,栏杆暖透,doubao-seed-2.0-pro,浪淘沙,檐下见玉兰作,香透阑干,0.8603,0.2500,0.6103
doubao-seed-2.0-pro,沁园春,校中见玉兰感作,栏杆暖透,doubao-seed-2.0-pro,浪淘沙,校隅见玉兰感作,香透阑干,0.8603,0.2500,0.6103
qwen3.6-plus,清平乐,玉兰照影,书灯暗雨,doubao-seed-2.0-pro,沁园春,校隅见玉兰花感作,雨暗孤灯,0.8601,0.2500,0.6101
deepseek-3.2-thinking,沁园春,白玉兰吟,心困寒窗,deepseek-3.2-thinking,清平乐,玉兰新悟,书窗困苦,0.8596,0.2500,0.6096
deepseek-3.2-thinking,沁园春,玉兰新绽,银苞素蕊,qwen3.6-plus,祝英台近,见玉兰有悟,琼苞胜雪,0.8595,0.2500,0.6095
deepseek-3.2-thinking,沁园春,见玉兰有感,清辉皎皎,deepseek-3.2-thinking,沁园春,白玉兰吟,皎洁生光,0.8591,0.2500,0.6091
deepseek-3.2-thinking,祝英台近,玉兰感怀,闲倚栏杆,qwen3.6-plus,沁园春,咏玉兰,笑倚阑干,0.8589,0.2500,0.6089
qwen3.6-plus,沁园春,玉兰吟,素萼凝雪,doubao-seed-2.0-pro,沁园春,院隅玉兰盛开感作,冰蕤破萼,0.8586,0.2500,0.6086
doubao-seed-2.0-pro,浪淘沙,檐下见玉兰作,蹙损眉端,doubao-seed-2.0-pro,浪淘沙,校园见玉兰感作,暗蹙愁颦,0.8577,0.2500,0.6077
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,裁冰作瓣,doubao-seed-2.0-pro,祝英台近,暮春见庭中玉兰感作,裁云镂雪,0.8573,0.2500,0.6073
doubao-seed-2.0-pro,沁园春,见玉兰感怀,素萼凝霜,doubao-seed-2.0-pro,沁园春,院隅玉兰盛开感作,冰蕤破萼,0.8573,0.2500,0.6073
deepseek-3.2-thinking,沁园春,玉兰新绽,冰心玉骨,qwen3.6-plus,沁园春,玉兰下自警,冰肌自洁,0.8571,0.2500,0.6071
doubao-seed-2.0-pro,沁园春,春暮见玉兰有感,堆云叠雪,doubao-seed-2.0-pro,浪淘沙,春暮见玉兰感作,雪瓣堆峦,0.8567,0.2500,0.6067
doubao-seed-2.0-pro,沁园春,庭前见玉兰作,堆云叠雪,doubao-seed-2.0-pro,浪淘沙,春暮见玉兰感作,雪瓣堆峦,0.8567,0.2500,0.6067
qwen3.6-plus,祝英台近,玉兰吟,琼英破雪,doubao-seed-2.0-pro,沁园春,院隅玉兰盛开感作,冰蕤破萼,0.8558,0.2500,0.6058
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,沁园春,见玉兰有感,冰魂傲骨,0.8557,0.2500,0.6057
deepseek-3.2-thinking,祝英台近,玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,见玉兰有感,冰魂傲骨,0.8557,0.2500,0.6057
doubao-seed-2.0-pro,沁园春,校隅见玉兰花感作,榜落名微,doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,名落榜外,0.8555,0.2500,0.6055
qwen3.6-plus,祝英台近,玉兰见志,冰绡剪雪,doubao-seed-2.0-pro,祝英台近,暮春见庭中玉兰感作,裁云镂雪,0.8550,0.2500,0.6050
deepseek-3.2-thinking,沁园春,玉兰赋怀,皎如冰雪,deepseek-3.2-thinking,沁园春,见白玉兰有感,皎洁似玉,0.8542,0.2500,0.6042
deepseek-3.2-thinking,沁园春,见白玉兰有感,皎洁似玉,deepseek-3.2-thinking,沁园春,暮春见玉兰感赋,皎如冰雪,0.8542,0.2500,0.6042
deepseek-3.2-thinking,沁园春,见白玉兰有感,皎洁似玉,deepseek-3.2-thinking,祝英台近,见玉兰感怀,皎如冰雪,0.8542,0.2500,0.6042
qwen3.6-plus,清平乐,玉兰庭前作,秋寒侵袖,qwen3.6-plus,祝英台近,玉兰启思,霜风欺袖,0.8542,0.2500,0.6042
qwen3.6-plus,祝英台近,试后见玉兰有感,贞心自守,qwen3.6-plus,祝英台近,玉兰引,但守冰心,0.8541,0.2500,0.6041
doubao-seed-2.0-pro,祝英台近,校园见玉兰偶作,攒云堆雪,doubao-seed-2.0-pro,浪淘沙,春暮见玉兰感作,雪瓣堆峦,0.8540,0.2500,0.6040
deepseek-3.2-thinking,沁园春,白玉兰春感,冰心玉质,qwen3.6-plus,沁园春,玉兰下自警,冰肌自洁,0.8538,0.2500,0.6038
deepseek-3.2-thinking,沁园春,玉兰春悟,冰肌雪骨,doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,玉琢香肌,0.8537,0.2500,0.6037
deepseek-3.2-thinking,沁园春,白玉兰春感,素蕊凝霜,qwen3.6-plus,祝英台近,玉兰,玉蕊含芳,0.8534,0.2500,0.6034
deepseek-3.2-thinking,沁园春,玉兰新绽,银苞素蕊,doubao-seed-2.0-pro,沁园春,见玉兰感怀,素萼凝霜,0.8530,0.2500,0.6030
deepseek-3.2-thinking,沁园春,见玉兰有感,皎洁如银,qwen3.6-plus,沁园春,玉明心,皎皎映月,0.8529,0.2500,0.6029
doubao-seed-2.0-pro,浪淘沙,见玉兰感作,莫负芳辰,doubao-seed-2.0-pro,浪淘沙,校隅见玉兰感作,不负春阳,0.8529,0.2500,0.6029
deepseek-3.2-thinking,祝英台近,白玉兰开有感,玉兰初绽,qwen3.6-plus,祝英台近,玉兰庭畔,素萼初凝,0.8527,0.2500,0.6027
qwen3.6-plus,祝英台近,玉兰庭畔,素萼初凝,doubao-seed-2.0-pro,沁园春,见玉兰感怀,玉兰初绽,0.8527,0.2500,0.6027
deepseek-3.2-thinking,沁园春,见玉兰有感,玉兰初绽,qwen3.6-plus,祝英台近,玉兰庭畔,素萼初凝,0.8527,0.2500,0.6027
deepseek-3.2-thinking,沁园春,白玉兰感怀,玉兰初绽,qwen3.6-plus,祝英台近,玉兰庭畔,素萼初凝,0.8527,0.2500,0.6027
deepseek-3.2-thinking,沁园春,见玉兰有感,玉兰初绽,qwen3.6-plus,祝英台近,玉兰庭畔,素萼初凝,0.8527,0.2500,0.6027
qwen3.6-plus,沁园春,玉兰启悟,青衫尘染,doubao-seed-2.0-pro,祝英台近,校中见玉兰感怀,尘满征衫,0.8527,0.2500,0.6027
doubao-seed-2.0-pro,清平乐,校园见玉兰偶题,堆来案稿,doubao-seed-2.0-pro,祝英台近,校道见玉兰花作,案书堆,0.8878,0.2857,0.6021
deepseek-3.2-thinking,沁园春,白玉兰感赋,恍然悟彻,deepseek-3.2-thinking,祝英台近,见玉兰有感,真谛顿悟,0.8518,0.2500,0.6018
doubao-seed-2.0-pro,清平乐,春暮校园见玉兰作,尘堆试卷,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,卷堆尘,0.8871,0.2857,0.6014
qwen3.6-plus,祝英台近,玉兰见志,冰肌玉骨,qwen3.6-plus,祝英台近,玉兰庭立,玉魄冰姿,0.8504,0.2500,0.6004
qwen3.6-plus,祝英台近,玉兰庭立,玉魄冰姿,doubao-seed-2.0-pro,祝英台近,暮春见玉兰感作,冰肌玉骨,0.8504,0.2500,0.6004
deepseek-3.2-thinking,沁园春,白玉兰吟,冰肌玉骨,qwen3.6-plus,祝英台近,玉兰庭立,玉魄冰姿,0.8504,0.2500,0.6004
deepseek-3.2-thinking,沁园春,白玉兰吟,冰肌玉骨,qwen3.6-plus,祝英台近,玉兰庭立,玉魄冰姿,0.8504,0.2500,0.6004
doubao-seed-2.0-pro,沁园春,暮春观玉兰抒怀,素艳凝霜,doubao-seed-2.0-pro,沁园春,校隅见玉兰花感作,素萼凌春,0.8501,0.2500,0.6001
qwen3.6-plus,沁园春,玉兰启明,卷帙堆案,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰作,堆卷册,0.8838,0.2857,0.5981
qwen3.6-plus,清平乐,玉兰引,皎皎清姿照眼明,doubao-seed-2.0-pro,浪淘沙,校隅见玉兰感作,素姿皎皎映天光,0.8808,0.2857,0.5951
deepseek-3.2-thinking,祝英台近,玉兰初绽感怀,卷书残,qwen3.6-plus,清平乐,玉兰辞,墨残书卷,0.8808,0.2857,0.5951
doubao-seed-2.0-pro,浪淘沙,见玉兰偶作,峭寒犹透布衫凉,doubao-seed-2.0-pro,菩萨蛮,春日见玉兰作,春寒漫透单衣湿,0.8803,0.2857,0.5946
qwen3.6-plus,沁园春,玉明心,墨染残笺,doubao-seed-2.0-pro,祝英台近,校隅见玉兰感作,笺墨淡,0.8796,0.2857,0.5939
deepseek-3.2-thinking,浪淘沙,见玉兰有感,玉骨冰肌耐岁寒,doubao-seed-2.0-pro,清平乐,校道见玉兰感作,冰肌玉骨凝霜,0.8996,0.3077,0.5919
doubao-seed-2.0-pro,沁园春,见玉兰有感,凝立久,doubao-seed-2.0-pro,祝英台近,校道见玉兰花作,立凝伫,0.9223,0.3333,0.5889
doubao-seed-2.0-pro,清平乐,校园见玉兰作,堆书案畔,doubao-seed-2.0-pro,祝英台近,阶下观玉兰作,案笺堆,0.8709,0.2857,0.5852
deepseek-3.2-thinking,菩萨蛮,遇玉兰有感,冰肌玉骨霜前绮,deepseek-3.2-thinking,浪淘沙,见玉兰有感,玉骨冰肌耐岁寒,0.8708,0.2857,0.5851
deepseek-3.2-thinking,祝英台近,白玉兰开有感,晓窗寒,qwen3.6-plus,清平乐,见白玉兰有感,寒窗未晓,0.8687,0.2857,0.5829
doubao-seed-2.0-pro,祝英台近,校园见玉兰偶作,暗凝伫,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,悄凝睇,0.9136,0.3333,0.5803
deepseek-3.2-thinking,沁园春,玉兰新绽,春去春还,doubao-seed-2.0-pro,沁园春,寓所见玉兰感作,春归也,0.8657,0.2857,0.5800
qwen3.6-plus,沁园春,玉兰映雪悟生,残灯照卷,doubao-seed-2.0-pro,祝英台近,校隅见玉兰感作,卷灯残,0.8632,0.2857,0.5775
doubao-seed-2.0-pro,沁园春,见玉兰有感,凝立久,doubao-seed-2.0-pro,祝英台近,校径见玉兰花感作,久凝伫,0.9109,0.3333,0.5775
doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,久凝伫,doubao-seed-2.0-pro,沁园春,见玉兰有感,凝立久,0.9109,0.3333,0.5775
doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,久凝伫,doubao-seed-2.0-pro,沁园春,见玉兰有感,凝立久,0.9109,0.3333,0.5775
doubao-seed-2.0-pro,祝英台近,阶下观玉兰作,案笺堆,doubao-seed-2.0-pro,祝英台近,校隅见玉兰作,笺积案,0.9091,0.3333,0.5757
doubao-seed-2.0-pro,清平乐,校园见玉兰偶题,堆来案稿,doubao-seed-2.0-pro,祝英台近,阶下观玉兰作,案笺堆,0.8572,0.2857,0.5715
qwen3.6-plus,沁园春,玉兰映雪,墨涸残编,doubao-seed-2.0-pro,祝英台近,校隅见玉兰花作,蠹编残,0.8568,0.2857,0.5711
doubao-seed-2.0-pro,浪淘沙,阶前观玉兰有感,春寒偏透薄罗裳,doubao-seed-2.0-pro,浪淘沙,见玉兰偶作,峭寒犹透布衫凉,0.8563,0.2857,0.5706
qwen3.6-plus,清平乐,玉兰照眼,残笺叠就,doubao-seed-2.0-pro,祝英台近,春暮见玉兰感作,叠残题,0.8562,0.2857,0.5705
qwen3.6-plus,沁园春,玉雪吟·甲辰春试后作,纸叠云笺,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,笺纸皱,0.8562,0.2857,0.5705
deepseek-3.2-thinking,沁园春,见玉兰有感,书卷堆山,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰作,堆卷册,0.8553,0.2857,0.5696
qwen3.6-plus,清平乐,玉兰辞,墨残书卷,doubao-seed-2.0-pro,祝英台近,小园见玉兰花作,卷残编,0.8534,0.2857,0.5677
doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,久凝伫,doubao-seed-2.0-pro,沁园春,校中见玉兰花作,凝睇久,0.9006,0.3333,0.5673
doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,久凝伫,doubao-seed-2.0-pro,沁园春,校中见玉兰花作,凝睇久,0.9006,0.3333,0.5673
doubao-seed-2.0-pro,祝英台近,校径见玉兰花感作,久凝伫,doubao-seed-2.0-pro,沁园春,校中见玉兰花作,凝睇久,0.9006,0.3333,0.5673
qwen3.6-plus,沁园春,玉兰引,素萼初擎白玉光,qwen3.6-plus,清平乐,玉兰引,玉蕊初擎素雪,0.8743,0.3077,0.5667
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,菩萨蛮,遇玉兰有感,冰肌玉骨霜前绮,0.9282,0.3636,0.5646
deepseek-3.2-thinking,祝英台近,玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,菩萨蛮,遇玉兰有感,冰肌玉骨霜前绮,0.9282,0.3636,0.5646
doubao-seed-2.0-pro,沁园春,观庭中玉兰有感,偶转回廊,doubao-seed-2.0-pro,祝英台近,校中见玉兰感怀,曲廊步,0.8500,0.2857,0.5643
qwen3.6-plus,清平乐,玉兰照影,素萼破寒轻绽,qwen3.6-plus,菩萨蛮,玉兰吟,素蕊凝霜寒未褪,0.8708,0.3077,0.5631
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,doubao-seed-2.0-pro,清平乐,校道见玉兰感作,冰肌玉骨凝霜,0.9625,0.4000,0.5625
deepseek-3.2-thinking,祝英台近,玉兰感怀,玉骨冰肌,doubao-seed-2.0-pro,清平乐,校道见玉兰感作,冰肌玉骨凝霜,0.9625,0.4000,0.5625
deepseek-3.2-thinking,祝英台近,见玉兰有感,乍凝伫,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,悄凝睇,0.8920,0.3333,0.5587
deepseek-3.2-thinking,祝英台近,见玉兰感怀,凝眸伫,doubao-seed-2.0-pro,沁园春,校中见玉兰花作,凝睇久,0.8917,0.3333,0.5584
doubao-seed-2.0-pro,祝英台近,校中见玉兰作,蓦凝伫,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,悄凝睇,0.8911,0.3333,0.5577
deepseek-3.2-thinking,祝英台近,玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,浪淘沙,玉兰春悟,冰肌玉骨傲春寒,0.9206,0.3636,0.5569
deepseek-3.2-thinking,浪淘沙,遇白玉兰有感,冰肌玉骨傲春寒,deepseek-3.2-thinking,祝英台近,玉兰感怀,玉骨冰肌,0.9206,0.3636,0.5569
deepseek-3.2-thinking,浪淘沙,遇白玉兰有感,冰肌玉骨傲春寒,deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,0.9206,0.3636,0.5569
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,浪淘沙,玉兰春悟,冰肌玉骨傲春寒,0.9206,0.3636,0.5569
deepseek-3.2-thinking,菩萨蛮,见玉兰有感,风来香暗送,deepseek-3.2-thinking,菩萨蛮,玉兰春感,风送暗香来,0.9565,0.4000,0.5565
deepseek-3.2-thinking,菩萨蛮,见玉兰有感,风来香暗送,deepseek-3.2-thinking,菩萨蛮,白玉兰感怀,风送暗香来,0.9565,0.4000,0.5565
deepseek-3.2-thinking,菩萨蛮,见玉兰有感,风来香暗送,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,风送暗香来,0.9565,0.4000,0.5565
qwen3.6-plus,清平乐,玉兰照影,忽惊素萼擎霜,qwen3.6-plus,浪淘沙,试后见玉兰有怀,忽见繁枝擎素雪,0.8633,0.3077,0.5556
deepseek-3.2-thinking,沁园春,白玉兰吟,有冰肌玉骨,deepseek-3.2-thinking,浪淘沙,见玉兰有感,玉骨冰肌耐岁寒,0.8870,0.3333,0.5536
doubao-seed-2.0-pro,祝英台近,校园见玉兰偶作,暗凝伫,doubao-seed-2.0-pro,祝英台近,寓所阶前见玉兰作,黯凝睇,0.8863,0.3333,0.5530
qwen3.6-plus,祝英台近,观庭前玉兰有悟,独凝伫,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,悄凝睇,0.8863,0.3333,0.5530
doubao-seed-2.0-pro,浪淘沙,阶前观玉兰有感,春寒偏透薄罗裳,doubao-seed-2.0-pro,菩萨蛮,校中见玉兰偶作,风透薄衫寒,0.8847,0.3333,0.5514
qwen3.6-plus,清平乐,玉兰照影,冷透青衫春峭,doubao-seed-2.0-pro,浪淘沙,寓舍见玉兰花感作,春寒偏透客衫单,0.8559,0.3077,0.5482
qwen3.6-plus,清平乐,玉兰照影,冷透青衫春峭,doubao-seed-2.0-pro,浪淘沙,见玉兰偶作,峭寒犹透布衫凉,0.8556,0.3077,0.5479
deepseek-3.2-thinking,菩萨蛮,遇玉兰有感,冰肌玉骨霜前绮,deepseek-3.2-thinking,菩萨蛮,白玉兰吟,冰肌凝白雪,0.8808,0.3333,0.5475
deepseek-3.2-thinking,沁园春,见玉兰有感,叹冰肌玉骨,deepseek-3.2-thinking,浪淘沙,见玉兰有感,玉骨冰肌耐岁寒,0.8795,0.3333,0.5462
qwen3.6-plus,祝英台近,见庭前玉兰有感,忽凝伫,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,悄凝睇,0.8795,0.3333,0.5461
deepseek-3.2-thinking,菩萨蛮,遇玉兰有感,冰肌玉骨霜前绮,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,冰肌凝素雪,0.8794,0.3333,0.5460
qwen3.6-plus,清平乐,玉兰见春,忽惊素蕊擎霜,qwen3.6-plus,浪淘沙,试后见玉兰有怀,忽见繁枝擎素雪,0.8532,0.3077,0.5455
doubao-seed-2.0-pro,清平乐,校园见白玉兰作,冰肌皎若新霜,doubao-seed-2.0-pro,清平乐,校中见玉兰作,冰姿皎皎清寒,0.8781,0.3333,0.5447
doubao-seed-2.0-pro,浪淘沙,寓舍见玉兰花感作,春寒偏透客衫单,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰花作,风冷透春衫,0.8775,0.3333,0.5442
doubao-seed-2.0-pro,菩萨蛮,庭中见玉兰偶题,风冷透春衫,doubao-seed-2.0-pro,浪淘沙,寓舍见玉兰花感作,春寒偏透客衫单,0.8775,0.3333,0.5442
doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,笺褪墨,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,笺纸皱,0.8774,0.3333,0.5441
qwen3.6-plus,祝英台近,玉兰树下有感,皎皎冰姿,doubao-seed-2.0-pro,清平乐,校中见玉兰作,冰姿皎皎清寒,0.9439,0.4000,0.5439
qwen3.6-plus,沁园春,春望玉兰有感,暗结愁云,qwen3.6-plus,清平乐,玉兰引,愁云暗结千重绪,0.9073,0.3636,0.5436
deepseek-3.2-thinking,清平乐,见玉兰有感,顿觉尘心涤净,deepseek-3.2-thinking,浪淘沙,遇挫见玉兰有感,洗净尘埃心自阔,0.8509,0.3077,0.5432
deepseek-3.2-thinking,清平乐,白玉兰下感怀,忽看玉树花开,deepseek-3.2-thinking,浪淘沙,遇玉兰有感,忽见琼枝花满树,0.8509,0.3077,0.5432
deepseek-3.2-thinking,清平乐,玉兰春悟,忽看玉树花开,deepseek-3.2-thinking,浪淘沙,遇玉兰有感,忽见琼枝花满树,0.8509,0.3077,0.5432
doubao-seed-2.0-pro,浪淘沙,见玉兰偶作,峭寒犹透布衫凉,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰花作,风冷透春衫,0.8745,0.3333,0.5412
doubao-seed-2.0-pro,浪淘沙,见玉兰偶作,峭寒犹透布衫凉,doubao-seed-2.0-pro,菩萨蛮,庭中见玉兰偶题,风冷透春衫,0.8745,0.3333,0.5412
qwen3.6-plus,祝英台近,玉兰见志,漫回首,doubao-seed-2.0-pro,沁园春,校隅见玉兰抒怀,重抬首,0.8738,0.3333,0.5405
qwen3.6-plus,祝英台近,玉兰见志,漫回首,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花感作,重抬首,0.8738,0.3333,0.5405
qwen3.6-plus,祝英台近,见玉兰有悟,漫回首,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花感作,重抬首,0.8738,0.3333,0.5405
qwen3.6-plus,祝英台近,见玉兰有悟,漫回首,doubao-seed-2.0-pro,沁园春,校隅见玉兰抒怀,重抬首,0.8738,0.3333,0.5405
qwen3.6-plus,清平乐,玉兰启思,谁识青衫寒透,qwen3.6-plus,清平乐,玉兰照影,冷透青衫春峭,0.8723,0.3333,0.5390
qwen3.6-plus,祝英台近,玉兰吟,素萼初破春冰,qwen3.6-plus,清平乐,玉兰启悟,素英破雪初妆,0.8709,0.3333,0.5375
deepseek-3.2-thinking,沁园春,见玉兰有感,幽香暗送清扬,qwen3.6-plus,清平乐,玉兰启悟,清风暗送幽葩,0.8709,0.3333,0.5375
qwen3.6-plus,清平乐,玉兰照影,素萼破寒轻绽,qwen3.6-plus,清平乐,玉兰启悟,素英破雪初妆,0.8707,0.3333,0.5374
doubao-seed-2.0-pro,祝英台近,校径见玉兰花感作,久凝伫,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,悄凝睇,0.8692,0.3333,0.5359
doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,久凝伫,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,悄凝睇,0.8692,0.3333,0.5359
doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,久凝伫,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,悄凝睇,0.8692,0.3333,0.5359
doubao-seed-2.0-pro,菩萨蛮,街隅见玉兰有感,皎皎清辉洁,doubao-seed-2.0-pro,浪淘沙,校隅见玉兰感作,素姿皎皎映天光,0.8681,0.3333,0.5348
qwen3.6-plus,清平乐,玉兰引,玉蕊初擎素雪,qwen3.6-plus,祝英台近,玉兰辞,素蕊破雪擎枝,0.8680,0.3333,0.5346
deepseek-3.2-thinking,清平乐,玉兰新悟,玉兰洁白如霜,deepseek-3.2-thinking,菩萨蛮,白玉兰开有感,玉英如雪洁,0.8982,0.3636,0.5346
qwen3.6-plus,沁园春,见玉兰有感,冰肌自绝尘寰,doubao-seed-2.0-pro,清平乐,庭中观玉兰有感,冰姿净绝浮埃,0.8668,0.3333,0.5334
qwen3.6-plus,菩萨蛮,玉兰辞,寒窗灯影摇残雨,doubao-seed-2.0-pro,浪淘沙,校园见白玉兰感作,灯影暗寒窗,0.8666,0.3333,0.5333
deepseek-3.2-thinking,菩萨蛮,见玉兰感怀,素华凝雪洁,qwen3.6-plus,菩萨蛮,初春见玉兰有感,冰姿凝素洁,0.9331,0.4000,0.5331
deepseek-3.2-thinking,祝英台近,见玉兰有感,偶凝伫,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,悄凝睇,0.8664,0.3333,0.5331
deepseek-3.2-thinking,祝英台近,遇玉兰有感,偶凝伫,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,悄凝睇,0.8664,0.3333,0.5331
deepseek-3.2-thinking,沁园春,玉兰春感,有冰肌雪魄,deepseek-3.2-thinking,浪淘沙,玉兰春悟,冰肌玉骨傲春寒,0.8663,0.3333,0.5329
deepseek-3.2-thinking,浪淘沙,遇白玉兰有感,冰肌玉骨傲春寒,deepseek-3.2-thinking,沁园春,玉兰春感,有冰肌雪魄,0.8663,0.3333,0.5329
qwen3.6-plus,沁园春,玉兰初绽有感,凭阑处,qwen3.6-plus,沁园春,春庭见玉兰有感,凭栏伫,0.8657,0.3333,0.5324
deepseek-3.2-thinking,菩萨蛮,白玉兰吟,冰肌凝白雪,deepseek-3.2-thinking,浪淘沙,玉兰春悟,冰肌玉骨傲春寒,0.8649,0.3333,0.5315
deepseek-3.2-thinking,浪淘沙,遇白玉兰有感,冰肌玉骨傲春寒,deepseek-3.2-thinking,菩萨蛮,白玉兰吟,冰肌凝白雪,0.8649,0.3333,0.5315
qwen3.6-plus,祝英台近,玉兰见志,暗香转,qwen3.6-plus,祝英台近,见玉兰有感,香暗度,0.8645,0.3333,0.5312
deepseek-3.2-thinking,沁园春,见玉兰有感,对残灯孤影,qwen3.6-plus,浪淘沙,玉兰吟,孤影对灯残,0.9312,0.4000,0.5312
doubao-seed-2.0-pro,祝英台近,寓所阶前见玉兰作,黯凝睇,doubao-seed-2.0-pro,祝英台近,校中见玉兰作,蓦凝伫,0.8644,0.3333,0.5311
deepseek-3.2-thinking,浪淘沙,遇白玉兰有感,冰肌玉骨傲春寒,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,冰肌凝素雪,0.8643,0.3333,0.5310
deepseek-3.2-thinking,菩萨蛮,见玉兰有感,冰肌凝素雪,deepseek-3.2-thinking,浪淘沙,玉兰春悟,冰肌玉骨傲春寒,0.8643,0.3333,0.5310
deepseek-3.2-thinking,清平乐,见白玉兰有感,顿悟人生真谛,deepseek-3.2-thinking,祝英台近,见玉兰有感,真谛顿悟,0.9309,0.4000,0.5309
deepseek-3.2-thinking,沁园春,白玉兰吟,冰肌玉骨,deepseek-3.2-thinking,浪淘沙,见玉兰有感,玉骨冰肌耐岁寒,0.8942,0.3636,0.5305
deepseek-3.2-thinking,浪淘沙,见玉兰有感,玉骨冰肌耐岁寒,qwen3.6-plus,祝英台近,玉兰见志,冰肌玉骨,0.8942,0.3636,0.5305
deepseek-3.2-thinking,浪淘沙,见玉兰有感,玉骨冰肌耐岁寒,doubao-seed-2.0-pro,祝英台近,暮春见玉兰感作,冰肌玉骨,0.8942,0.3636,0.5305
deepseek-3.2-thinking,沁园春,白玉兰吟,冰肌玉骨,deepseek-3.2-thinking,浪淘沙,见玉兰有感,玉骨冰肌耐岁寒,0.8942,0.3636,0.5305
deepseek-3.2-thinking,沁园春,见玉兰有感,对残灯孤影,qwen3.6-plus,祝英台近,玉兰引,孤影对残檠,0.9302,0.4000,0.5302
deepseek-3.2-thinking,浪淘沙,玉兰春悟,冰肌玉骨傲春寒,doubao-seed-2.0-pro,沁园春,校道见玉兰花作,抱冰肌雪魄,0.8632,0.3333,0.5298
