词ID,模型,词牌,题目,句数,平均语义相似度,平均字面相似度,最高语义相似度,最高字面相似度
94,doubao-seed-2.0-pro,清平乐,秋山晚归,8,0.3367,0.0000,0.4759,0.0000
108,doubao-seed-2.0-pro,祝英台近,秋晚过旧园,16,0.3365,0.0069,0.5859,0.2000
672,glm-5,沁园春,赛博纪元,19,0.3363,0.0107,0.7770,0.2500
497,deepseek-3.2-thinking,浪淘沙,星际遐思,10,0.3362,0.0000,0.5549,0.0000
401,deepseek-3.2-thinking,清平乐,暮春吟,8,0.3362,0.0179,0.5268,0.1818
392,deepseek-3.2-thinking,菩萨蛮,暮秋山行,8,0.3361,0.0060,0.5529,0.1667
524,deepseek-3.2-thinking,祝英台近,夜读史,18,0.3360,0.0074,0.6462,0.2857
13,doubao-seed-2.0-pro,浪淘沙,山驿晚秋,10,0.3360,0.0144,0.5962,0.1818
223,qwen3.6-plus,沁园春,秋江夜泊,23,0.3358,0.0078,0.6862,0.5000
535,deepseek-3.2-thinking,菩萨蛮,秋思,8,0.3357,0.0202,0.7098,0.4000
31,doubao-seed-2.0-pro,清平乐,夏暮过旧居,8,0.3356,0.0000,0.4717,0.0000
148,doubao-seed-2.0-pro,浪淘沙,秋夜泊枫桥,10,0.3355,0.0049,0.5035,0.2222
4,doubao-seed-2.0-pro,清平乐,湖亭晚望,8,0.3355,0.0060,0.4544,0.1667
279,qwen3.6-plus,沁园春,秋江望月,24,0.3355,0.0117,0.6952,0.4000
404,deepseek-3.2-thinking,清平乐,星夜遐想,8,0.3352,0.0000,0.4755,0.0000
502,deepseek-3.2-thinking,清平乐,星海遐思,8,0.3349,0.0000,0.5676,0.0000
27,doubao-seed-2.0-pro,菩萨蛮,湖滨晚步,8,0.3349,0.0060,0.5985,0.1667
200,doubao-seed-2.0-pro,菩萨蛮,秋江晚望,8,0.3348,0.0190,0.5580,0.2000
355,qwen3.6-plus,菩萨蛮,秋江夜泊,8,0.3346,0.0000,0.4903,0.0000
458,deepseek-3.2-thinking,菩萨蛮,江晚,8,0.3346,0.0131,0.6067,0.2000
534,deepseek-3.2-thinking,沁园春,数字山河,25,0.3344,0.0078,0.6264,0.2500
33,doubao-seed-2.0-pro,菩萨蛮,秋江晚泊,8,0.3344,0.0131,0.4810,0.2000
75,doubao-seed-2.0-pro,浪淘沙,淮上秋夜,10,0.3343,0.0056,0.6775,0.2500
52,doubao-seed-2.0-pro,菩萨蛮,横塘晚归,8,0.3342,0.0060,0.5589,0.1667
271,qwen3.6-plus,菩萨蛮,秋思,8,0.3341,0.0000,0.5965,0.0000
510,deepseek-3.2-thinking,祝英台近,星海遐思,16,0.3339,0.0121,0.5664,0.2500
219,qwen3.6-plus,沁园春,秋望怀古,25,0.3339,0.0071,0.6413,0.3636
235,qwen3.6-plus,浪淘沙,秋江夜泊,10,0.3338,0.0037,0.5559,0.1667
295,qwen3.6-plus,祝英台近,秋江夜泊,16,0.3337,0.0063,0.5693,0.2500
153,doubao-seed-2.0-pro,浪淘沙,秋夜泊吴江,10,0.3337,0.0040,0.4952,0.1818
220,qwen3.6-plus,祝英台近,秋江夜泊,16,0.3337,0.0069,0.6494,0.2000
629,glm-5,菩萨蛮,秋江晚泊,8,0.3337,0.0250,0.4764,0.2000
456,deepseek-3.2-thinking,浪淘沙,数字咏,10,0.3333,0.0158,0.5609,0.3636
201,qwen3.6-plus,菩萨蛮,秋江夜泊,8,0.3333,0.0000,0.4799,0.0000
50,doubao-seed-2.0-pro,祝英台近,夏晚过城西荷湾忆旧,16,0.3332,0.0071,0.5468,0.2500
192,doubao-seed-2.0-pro,清平乐,夏晚荷湾即事,8,0.3332,0.0060,0.5907,0.1667
613,glm-5,祝英台近,秋怀,16,0.3332,0.0029,0.5380,0.2222
417,deepseek-3.2-thinking,浪淘沙,江行感怀,10,0.3331,0.0000,0.5723,0.0000
503,deepseek-3.2-thinking,浪淘沙,秋日感怀,10,0.3330,0.0040,0.5490,0.1818
645,glm-5,清平乐,晚眺,8,0.3329,0.0055,0.5193,0.1538
489,deepseek-3.2-thinking,祝英台近,秋日寄怀,16,0.3329,0.0048,0.5809,0.2222
612,glm-5,清平乐,幽居,8,0.3328,0.0060,0.5441,0.1667
447,deepseek-3.2-thinking,清平乐,星夜感怀,8,0.3326,0.0119,0.5818,0.1667
119,doubao-seed-2.0-pro,祝英台近,枫桥夜泊忆旧游,16,0.3326,0.0063,0.6324,0.2500
578,deepseek-3.2-thinking,沁园春,数字时代感怀,25,0.3324,0.0057,0.5791,0.2500
385,qwen3.6-plus,沁园春,夜观星汉,26,0.3324,0.0091,0.8561,0.5455
178,doubao-seed-2.0-pro,菩萨蛮,秋江晚泊,8,0.3323,0.0131,0.4844,0.2000
259,qwen3.6-plus,清平乐,秋江暮望,8,0.3323,0.0226,0.6107,0.3077
585,deepseek-3.2-thinking,沁园春,秋日抒怀,24,0.3323,0.0127,0.7813,0.6667
341,qwen3.6-plus,浪淘沙,江夜书怀,10,0.3322,0.0128,0.5280,0.2500
389,deepseek-3.2-thinking,浪淘沙,暮江吟,10,0.3322,0.0000,0.6417,0.0000
453,deepseek-3.2-thinking,清平乐,山居夜读,8,0.3321,0.0143,0.5696,0.4000
317,qwen3.6-plus,浪淘沙,秋江夜泊,10,0.3320,0.0148,0.5907,0.5000
493,deepseek-3.2-thinking,菩萨蛮,秋夜怀远,8,0.3313,0.0000,0.4920,0.0000
99,doubao-seed-2.0-pro,沁园春,山居秋兴,25,0.3313,0.0044,0.6366,0.2500
630,glm-5,祝英台近,抚琴,16,0.3310,0.0104,0.5927,0.3333
344,qwen3.6-plus,浪淘沙,秋暮客怀,10,0.3310,0.0037,0.5339,0.1667
56,doubao-seed-2.0-pro,清平乐,秋晚过城西旧友居,8,0.3310,0.0060,0.5678,0.1667
82,doubao-seed-2.0-pro,祝英台近,秋晚忆淮上旧游,16,0.3310,0.0071,0.5735,0.2222
166,doubao-seed-2.0-pro,浪淘沙,晚登江亭,10,0.3310,0.0000,0.5811,0.0000
321,qwen3.6-plus,清平乐,星槎夜渡,8,0.3310,0.0195,0.6855,0.3636
188,doubao-seed-2.0-pro,祝英台近,枫桥晚泊怀旧,16,0.3306,0.0065,0.6562,0.2857
675,glm-5,沁园春,登高,25,0.3306,0.0099,0.6495,0.2500
262,qwen3.6-plus,浪淘沙,秋江晚眺,5,0.3305,0.0000,0.5654,0.0000
391,deepseek-3.2-thinking,浪淘沙,暮江吟,10,0.3301,0.0000,0.5351,0.0000
592,glm-5,浪淘沙,秋江晚望,10,0.3301,0.0000,0.5968,0.0000
380,qwen3.6-plus,沁园春,秋暮登楼,25,0.3301,0.0106,0.7367,0.3636
237,qwen3.6-plus,沁园春,江天秋望,25,0.3300,0.0050,0.5765,0.2500
490,deepseek-3.2-thinking,祝英台近,秋江寄怀,16,0.3300,0.0067,0.5971,0.3333
491,deepseek-3.2-thinking,沁园春,星际遐思,25,0.3298,0.0067,0.7045,0.5000
622,glm-5,清平乐,山居偶得,8,0.3295,0.0179,0.5815,0.1818
144,doubao-seed-2.0-pro,沁园春,秋日登北固楼,25,0.3294,0.0035,0.5746,0.2500
110,doubao-seed-2.0-pro,沁园春,秋登北固山有怀,25,0.3289,0.0070,0.6952,0.4444
269,qwen3.6-plus,沁园春,秋江望古,25,0.3287,0.0055,0.7419,0.2857
145,doubao-seed-2.0-pro,祝英台近,客中秋思,16,0.3287,0.0010,0.5850,0.1250
104,doubao-seed-2.0-pro,沁园春,太湖秋泛,25,0.3283,0.0054,0.7481,0.2857
113,doubao-seed-2.0-pro,沁园春,北固山秋望,25,0.3282,0.0041,0.6236,0.4444
423,deepseek-3.2-thinking,祝英台近,秋夜怀人,16,0.3279,0.0027,0.5286,0.2000
45,doubao-seed-2.0-pro,沁园春,秋登栖霞山寄友,25,0.3278,0.0033,0.6349,0.3333
429,deepseek-3.2-thinking,浪淘沙,夜航,10,0.3278,0.0109,0.5657,0.1818
6,doubao-seed-2.0-pro,菩萨蛮,夏晚过湖居,8,0.3277,0.0000,0.5129,0.0000
620,glm-5,清平乐,溪居偶兴,8,0.3276,0.0134,0.5662,0.2222
319,qwen3.6-plus,祝英台近,秋夜怀远,19,0.3274,0.0055,0.5723,0.2500
250,qwen3.6-plus,浪淘沙,江月吟,10,0.3272,0.0081,0.5077,0.2222
95,doubao-seed-2.0-pro,浪淘沙,秋夜泊瓜洲,10,0.3271,0.0040,0.5702,0.1818
473,deepseek-3.2-thinking,菩萨蛮,春暮吟怀,8,0.3269,0.0000,0.5127,0.0000
42,doubao-seed-2.0-pro,浪淘沙,重阳客怀,10,0.3269,0.0077,0.5563,0.1818
185,doubao-seed-2.0-pro,沁园春,登莫干山绝顶望太湖,24,0.3267,0.0034,0.6610,0.2857
351,qwen3.6-plus,浪淘沙,秋暮江望,10,0.3266,0.0040,0.5099,0.1818
103,doubao-seed-2.0-pro,浪淘沙,秋夜泊淮上,10,0.3266,0.0049,0.6285,0.2222
603,glm-5,菩萨蛮,雨夜书怀,8,0.3265,0.0071,0.5191,0.2000
547,deepseek-3.2-thinking,祝英台近,夜泊秋江,16,0.3263,0.0029,0.6794,0.2222
614,glm-5,清平乐,山居即事,8,0.3263,0.0055,0.4910,0.1538
333,qwen3.6-plus,浪淘沙,秋江怀古,10,0.3263,0.0122,0.5502,0.2222
77,doubao-seed-2.0-pro,沁园春,北固亭秋望,25,0.3261,0.0005,0.7905,0.1429
168,doubao-seed-2.0-pro,清平乐,初夏访山家不遇,8,0.3257,0.0065,0.5040,0.1818
9,doubao-seed-2.0-pro,沁园春,秋过吴兴故城,25,0.3256,0.0057,0.7403,0.2857
328,qwen3.6-plus,沁园春,秋江吟,25,0.3254,0.0057,0.6227,0.2857
53,doubao-seed-2.0-pro,浪淘沙,客中闻雁,10,0.3254,0.0000,0.5605,0.0000
46,doubao-seed-2.0-pro,沁园春,北固山秋望,25,0.3252,0.0036,0.6987,0.5000
576,deepseek-3.2-thinking,祝英台近,秋夜幽思,18,0.3250,0.0015,0.7180,0.2222
167,doubao-seed-2.0-pro,祝英台近,过故人废园,16,0.3249,0.0035,0.5920,0.1538
408,deepseek-3.2-thinking,清平乐,暮思,8,0.3249,0.0000,0.5651,0.0000
368,qwen3.6-plus,沁园春,秋眺,25,0.3248,0.0067,0.7150,0.2857
172,doubao-seed-2.0-pro,沁园春,秋日登北固楼怀古,25,0.3247,0.0030,0.6775,0.2500
383,qwen3.6-plus,沁园春,秋江独眺,26,0.3247,0.0041,0.6773,0.2500
320,qwen3.6-plus,沁园春,星槎,25,0.3244,0.0035,0.6654,0.2857
568,deepseek-3.2-thinking,沁园春,智能时代感怀,25,0.3243,0.0088,0.7067,0.2500
196,doubao-seed-2.0-pro,浪淘沙,秋江旅怀,10,0.3242,0.0037,0.5944,0.1667
584,deepseek-3.2-thinking,祝英台近,星夜寄怀,18,0.3242,0.0101,0.6536,0.2857
435,deepseek-3.2-thinking,菩萨蛮,数字时代,8,0.3242,0.0000,0.4850,0.0000
376,qwen3.6-plus,沁园春,冬夜凌虚台望汉,25,0.3238,0.0113,0.6913,0.2857
61,doubao-seed-2.0-pro,浪淘沙,客舟晚望,10,0.3237,0.0056,0.7291,0.2500
609,glm-5,菩萨蛮,江行感怀,8,0.3235,0.0060,0.5981,0.1667
162,doubao-seed-2.0-pro,沁园春,登多景楼感怀,25,0.3232,0.0026,0.7041,0.2857
527,deepseek-3.2-thinking,浪淘沙,网海感怀,10,0.3231,0.0181,0.5702,0.2857
632,glm-5,清平乐,都市夜怀,8,0.3231,0.0000,0.5238,0.0000
146,doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,25,0.3230,0.0049,0.6603,0.2500
298,qwen3.6-plus,沁园春,云海观潮,25,0.3230,0.0008,0.7331,0.2500
300,qwen3.6-plus,菩萨蛮,秋夜思,8,0.3229,0.0000,0.5641,0.0000
29,doubao-seed-2.0-pro,沁园春,京口秋望,25,0.3229,0.0027,0.6883,0.2500
141,doubao-seed-2.0-pro,祝英台近,秋末访旧居,16,0.3227,0.0047,0.6042,0.2857
378,qwen3.6-plus,沁园春,秋暮登楼,27,0.3227,0.0027,0.6952,0.2500
564,deepseek-3.2-thinking,沁园春,秋日感怀,25,0.3226,0.0033,0.6320,0.2500
402,deepseek-3.2-thinking,清平乐,云网清欢,8,0.3223,0.0119,0.5433,0.1667
607,glm-5,浪淘沙,秋江旅怀,10,0.3223,0.0072,0.5559,0.1818
55,doubao-seed-2.0-pro,浪淘沙,秋夜枫桥泊舟,10,0.3222,0.0040,0.5633,0.1818
588,deepseek-3.2-thinking,沁园春,星际遐想,25,0.3221,0.0060,0.7041,0.2500
318,qwen3.6-plus,沁园春,秋望,25,0.3221,0.0048,0.6418,0.2500
215,qwen3.6-plus,沁园春,江天咏怀,25,0.3221,0.0071,0.6242,0.2500
195,doubao-seed-2.0-pro,清平乐,秋溪闲饮,8,0.3221,0.0131,0.6027,0.2000
12,doubao-seed-2.0-pro,菩萨蛮,秋江夜泊,8,0.3218,0.0000,0.6005,0.0000
469,deepseek-3.2-thinking,清平乐,夜静思,8,0.3218,0.0071,0.4780,0.2000
160,doubao-seed-2.0-pro,沁园春,秋暮登北固山有怀,25,0.3217,0.0020,0.6862,0.2500
60,doubao-seed-2.0-pro,浪淘沙,吴江晚泊,10,0.3217,0.0049,0.5867,0.2222
579,deepseek-3.2-thinking,沁园春,网络乾坤,25,0.3217,0.0071,0.7145,0.4000
481,deepseek-3.2-thinking,祝英台近,晚秋寄远,16,0.3216,0.0057,0.6132,0.3333
615,glm-5,清平乐,山居,8,0.3216,0.0114,0.4795,0.1667
207,qwen3.6-plus,浪淘沙,秋江晚眺,10,0.3213,0.0000,0.5396,0.0000
686,glm-5,沁园春,晚秋江上,25,0.3213,0.0078,0.7554,0.5000
449,deepseek-3.2-thinking,浪淘沙,江行感怀,10,0.3212,0.0000,0.6218,0.0000
111,doubao-seed-2.0-pro,浪淘沙,秋夜江渡有怀,10,0.3211,0.0077,0.5014,0.1818
434,deepseek-3.2-thinking,沁园春,数字时代感怀,25,0.3211,0.0053,0.6093,0.3636
571,deepseek-3.2-thinking,祝英台近,秋夜怀人,16,0.3211,0.0055,0.5882,0.2000
463,deepseek-3.2-thinking,浪淘沙,江夜怀古,10,0.3210,0.0000,0.5378,0.0000
276,qwen3.6-plus,浪淘沙,秋江夜泊,10,0.3210,0.0081,0.6098,0.2222
395,deepseek-3.2-thinking,清平乐,秋江晚眺,8,0.3210,0.0126,0.5176,0.2000
62,doubao-seed-2.0-pro,祝英台近,西山访隐不遇,16,0.3208,0.0034,0.6422,0.2500
662,glm-5,沁园春,秋怀,25,0.3208,0.0058,0.7176,0.2500
506,deepseek-3.2-thinking,清平乐,秋夜寄怀,8,0.3206,0.0055,0.4827,0.1538
134,doubao-seed-2.0-pro,沁园春,山居秋兴,25,0.3204,0.0050,0.6910,0.2500
124,doubao-seed-2.0-pro,菩萨蛮,枫渡晚望怀故友,8,0.3201,0.0000,0.5459,0.0000
663,glm-5,清平乐,山居暮秋,8,0.3199,0.0060,0.4880,0.1667
625,glm-5,浪淘沙,江上怀远,10,0.3198,0.0032,0.5830,0.1429
451,deepseek-3.2-thinking,清平乐,屏间絮语,8,0.3197,0.0000,0.6351,0.0000
7,doubao-seed-2.0-pro,清平乐,山行访隐不遇,8,0.3197,0.0055,0.6253,0.1538
396,deepseek-3.2-thinking,浪淘沙,星际遐思,10,0.3196,0.0076,0.5588,0.2000
302,qwen3.6-plus,祝英台近,江晨,16,0.3196,0.0046,0.6244,0.2222
413,deepseek-3.2-thinking,菩萨蛮,太空乡思,8,0.3194,0.0250,0.7262,0.2000
278,qwen3.6-plus,浪淘沙,江天暮雪,5,0.3192,0.0000,0.4047,0.0000
658,glm-5,沁园春,秋望,25,0.3192,0.0037,0.6106,0.2222
102,doubao-seed-2.0-pro,浪淘沙,秋夜泊瓜洲,10,0.3192,0.0072,0.5375,0.1818
126,doubao-seed-2.0-pro,浪淘沙,客中感怀,10,0.3192,0.0072,0.5143,0.1818
44,doubao-seed-2.0-pro,沁园春,秋登北固山怀稼轩,25,0.3191,0.0000,0.7455,0.0000
74,doubao-seed-2.0-pro,沁园春,秋日登玉皇山望浙江怀古,25,0.3190,0.0061,0.6966,0.2500
194,doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,25,0.3190,0.0067,0.7100,0.2500
611,glm-5,菩萨蛮,观潮,8,0.3190,0.0131,0.5339,0.2000
567,deepseek-3.2-thinking,沁园春,绿水青山,25,0.3189,0.0034,0.6456,0.2500
59,doubao-seed-2.0-pro,菩萨蛮,雨夜寄蜀中旧友,8,0.3189,0.0051,0.5835,0.1429
296,qwen3.6-plus,沁园春,秋江夜泊,25,0.3188,0.0069,0.7513,0.4444
634,glm-5,菩萨蛮,春晚独倚,8,0.3186,0.0060,0.5386,0.1667
554,deepseek-3.2-thinking,祝英台近,冬夜寄怀,16,0.3186,0.0055,0.5773,0.3750
425,deepseek-3.2-thinking,浪淘沙,秋江夜泊,10,0.3185,0.0077,0.5770,0.1818
440,deepseek-3.2-thinking,清平乐,秋夜怀远,8,0.3184,0.0131,0.4614,0.2000
398,deepseek-3.2-thinking,菩萨蛮,秋夜思,8,0.3183,0.0000,0.5891,0.0000
680,glm-5,沁园春,秋晚登楼,26,0.3182,0.0109,0.6770,0.3333
115,doubao-seed-2.0-pro,清平乐,江村晚泊,8,0.3181,0.0000,0.5177,0.0000
616,glm-5,沁园春,登楼感怀,26,0.3179,0.0019,0.7006,0.2500
198,doubao-seed-2.0-pro,沁园春,秋登北固山怀稼轩,25,0.3179,0.0010,0.7254,0.1667
450,deepseek-3.2-thinking,菩萨蛮,江夜思友,8,0.3178,0.0000,0.5203,0.0000
384,qwen3.6-plus,沁园春,秋江独眺,25,0.3176,0.0061,0.7912,0.4444
558,deepseek-3.2-thinking,沁园春,秋日登高,25,0.3176,0.0014,0.6492,0.2500
234,qwen3.6-plus,浪淘沙,江晨,10,0.3176,0.0000,0.5819,0.0000
106,doubao-seed-2.0-pro,沁园春,登北固楼秋望,25,0.3175,0.0020,0.6489,0.2500
656,glm-5,菩萨蛮,秋怀,8,0.3169,0.0170,0.5341,0.1667
661,glm-5,沁园春,夜读感怀,26,0.3166,0.0071,0.6917,0.2857
222,qwen3.6-plus,祝英台近,秋江送别,17,0.3163,0.0089,0.5438,0.2000
682,glm-5,沁园春,观星,24,0.3162,0.0105,0.6745,0.2857
667,glm-5,祝英台近,雨夜怀归,16,0.3162,0.0081,0.6225,0.4000
91,doubao-seed-2.0-pro,祝英台近,惠山访旧不遇,16,0.3161,0.0059,0.6421,0.2857
627,glm-5,菩萨蛮,冬夜感怀,8,0.3160,0.0119,0.5322,0.1667
238,qwen3.6-plus,浪淘沙,秋江夜泊,10,0.3159,0.0032,0.5297,0.1429
39,doubao-seed-2.0-pro,浪淘沙,秋夜江泊,10,0.3157,0.0122,0.5815,0.2000
382,qwen3.6-plus,沁园春,秋夜登楼,25,0.3157,0.0126,0.6844,0.4444
374,qwen3.6-plus,沁园春,夜读感怀,25,0.3156,0.0104,0.6442,0.2857
420,deepseek-3.2-thinking,菩萨蛮,夜读有感,8,0.3156,0.0060,0.5082,0.1667
164,doubao-seed-2.0-pro,菩萨蛮,横塘晚望,8,0.3153,0.0071,0.5335,0.2000
605,glm-5,清平乐,山居,8,0.3153,0.0354,0.4723,0.1818
421,deepseek-3.2-thinking,清平乐,夜思,8,0.3152,0.0322,0.5792,0.2000
65,doubao-seed-2.0-pro,浪淘沙,秋夜泊吴门,10,0.3151,0.0099,0.6038,0.2222
226,qwen3.6-plus,沁园春,秋望抒怀,25,0.3151,0.0042,0.6493,0.2500
241,qwen3.6-plus,浪淘沙,秋江暮眺,10,0.3151,0.0056,0.6177,0.2500
465,deepseek-3.2-thinking,清平乐,数字归真,8,0.3148,0.0136,0.5509,0.2000
72,doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,25,0.3146,0.0019,0.7312,0.2500
386,qwen3.6-plus,沁园春,秋暮登楼,25,0.3142,0.0067,0.6828,0.4000
213,qwen3.6-plus,沁园春,雪夜观星,25,0.3142,0.0021,0.6082,0.2500
610,glm-5,清平乐,秋夜偶成,8,0.3140,0.0060,0.5053,0.1667
486,deepseek-3.2-thinking,清平乐,云游,8,0.3140,0.0051,0.4978,0.1429
444,deepseek-3.2-thinking,清平乐,星际遐想,8,0.3140,0.0065,0.5416,0.1818
43,doubao-seed-2.0-pro,清平乐,夏日山行,8,0.3138,0.0000,0.4661,0.0000
373,qwen3.6-plus,菩萨蛮,寒夜西楼,8,0.3137,0.0131,0.6361,0.2000
533,deepseek-3.2-thinking,菩萨蛮,秋夜感怀,8,0.3136,0.0060,0.5753,0.1667
679,glm-5,沁园春,夜坐抚琴,25,0.3135,0.0090,0.7288,0.4444
411,deepseek-3.2-thinking,浪淘沙,秋夜怀远,10,0.3129,0.0000,0.5167,0.0000
87,doubao-seed-2.0-pro,浪淘沙,山驿晚望,10,0.3128,0.0113,0.5341,0.2222
272,qwen3.6-plus,浪淘沙,秋江夜泊,10,0.3127,0.0000,0.5448,0.0000
467,deepseek-3.2-thinking,浪淘沙,宇宙遐思,10,0.3127,0.0118,0.6998,0.1818
570,deepseek-3.2-thinking,祝英台近,夏夜怀乡,16,0.3124,0.0064,0.5232,0.2222
152,doubao-seed-2.0-pro,清平乐,秋郊晚望,8,0.3123,0.0000,0.5466,0.0000
642,glm-5,祝英台近,秋江夜泊,16,0.3122,0.0030,0.6337,0.2222
243,qwen3.6-plus,菩萨蛮,秋江暮思,8,0.3120,0.0000,0.4703,0.0000
594,glm-5,浪淘沙,溪亭独酌,10,0.3120,0.0032,0.5038,0.1429
346,qwen3.6-plus,清平乐,秋江夜泊,8,0.3116,0.0179,0.5076,0.1818
563,deepseek-3.2-thinking,祝英台近,秋日游园,16,0.3115,0.0010,0.5814,0.1250
575,deepseek-3.2-thinking,祝英台近,秋思,16,0.3115,0.0037,0.6816,0.1818
156,doubao-seed-2.0-pro,祝英台近,西溪秋望,16,0.3114,0.0050,0.6109,0.2500
184,doubao-seed-2.0-pro,浪淘沙,淮上晚泊,10,0.3113,0.0000,0.5419,0.0000
484,deepseek-3.2-thinking,沁园春,秋山行吟,25,0.3113,0.0021,0.5900,0.2500
556,deepseek-3.2-thinking,沁园春,山居秋暝,25,0.3113,0.0044,0.6137,0.2500
668,glm-5,沁园春,晚秋登高,25,0.3112,0.0071,0.6522,0.2500
358,qwen3.6-plus,沁园春,秋望,25,0.3111,0.0084,0.7113,0.2500
120,doubao-seed-2.0-pro,祝英台近,客钱塘忆故园桂,16,0.3111,0.0024,0.5752,0.1667
499,deepseek-3.2-thinking,沁园春,暮秋登楼有怀,25,0.3111,0.0014,0.6574,0.2500
340,qwen3.6-plus,浪淘沙,江行秋望,10,0.3110,0.0162,0.5494,0.2222
270,qwen3.6-plus,菩萨蛮,秋江夜泊,8,0.3109,0.0000,0.5102,0.0000
315,qwen3.6-plus,浪淘沙,江畔秋思,8,0.3106,0.0000,0.6411,0.0000
557,deepseek-3.2-thinking,祝英台近,暮秋感怀,16,0.3105,0.0088,0.5637,0.2222
414,deepseek-3.2-thinking,菩萨蛮,秋山夜咏,8,0.3103,0.0000,0.5158,0.0000
647,glm-5,菩萨蛮,秋夜怀远,8,0.3103,0.0071,0.5109,0.2000
474,deepseek-3.2-thinking,沁园春,数字江湖感怀,25,0.3101,0.0048,0.5685,0.4000
93,doubao-seed-2.0-pro,菩萨蛮,秋夜江楼怀友,8,0.3101,0.0060,0.5944,0.1667
516,deepseek-3.2-thinking,清平乐,暮秋感怀,8,0.3098,0.0060,0.7788,0.1667
485,deepseek-3.2-thinking,浪淘沙,江夜抒怀,10,0.3097,0.0037,0.5183,0.1667
545,deepseek-3.2-thinking,祝英台近,云崖秋思,16,0.3093,0.0017,0.6233,0.2000
515,deepseek-3.2-thinking,沁园春,江夜感怀,25,0.3093,0.0058,0.7070,0.5000
313,qwen3.6-plus,浪淘沙,江畔观潮,5,0.3091,0.0143,0.4506,0.1429
10,doubao-seed-2.0-pro,菩萨蛮,桐江秋夜旅泊,8,0.3090,0.0000,0.5303,0.0000
155,doubao-seed-2.0-pro,清平乐,夏晚临溪,8,0.3088,0.0060,0.4998,0.1667
1,doubao-seed-2.0-pro,浪淘沙,荷堤晚坐,10,0.3086,0.0000,0.4498,0.0000
174,doubao-seed-2.0-pro,菩萨蛮,秋夜客怀,8,0.3086,0.0143,0.6113,0.4000
577,deepseek-3.2-thinking,沁园春,时代咏怀,25,0.3085,0.0019,0.6711,0.2000
508,deepseek-3.2-thinking,菩萨蛮,数字时代感怀,8,0.3085,0.0119,0.6841,0.1667
549,deepseek-3.2-thinking,祝英台近,秋夕感怀,16,0.3085,0.0070,0.6196,0.2222
443,deepseek-3.2-thinking,清平乐,夜读,8,0.3083,0.0065,0.5187,0.1818
657,glm-5,祝英台近,秋暮独倚,16,0.3082,0.0022,0.5702,0.1429
580,deepseek-3.2-thinking,祝英台近,数字幽梦,16,0.3081,0.0034,0.5302,0.1429
464,deepseek-3.2-thinking,清平乐,暮秋感怀,8,0.3081,0.0055,0.6059,0.1538
518,deepseek-3.2-thinking,沁园春,春日感怀,25,0.3073,0.0063,0.6385,0.2500
289,qwen3.6-plus,清平乐,山居秋暝,8,0.3073,0.0110,0.4700,0.1538
462,deepseek-3.2-thinking,菩萨蛮,网夜幽思,8,0.3072,0.0071,0.5319,0.2000
63,doubao-seed-2.0-pro,浪淘沙,夜泊吴江,10,0.3072,0.0000,0.4918,0.0000
218,qwen3.6-plus,沁园春,秋望,25,0.3070,0.0036,0.6169,0.2500
569,deepseek-3.2-thinking,沁园春,秋日登高,25,0.3070,0.0058,0.7898,0.3636
504,deepseek-3.2-thinking,祝英台近,星海幽思,16,0.3069,0.0038,0.5527,0.1667
291,qwen3.6-plus,沁园春,秋江望月,25,0.3068,0.0045,0.6848,0.2857
628,glm-5,沁园春,观海抒怀,25,0.3067,0.0069,0.8671,0.2500
334,qwen3.6-plus,沁园春,云帆济海,25,0.3067,0.0074,0.5610,0.2857
83,doubao-seed-2.0-pro,沁园春,秋泛太湖望洞庭两山,25,0.3067,0.0014,0.6832,0.2500
130,doubao-seed-2.0-pro,浪淘沙,秋夜泊舟,10,0.3064,0.0000,0.5626,0.0000
565,deepseek-3.2-thinking,沁园春,人生感怀,25,0.3064,0.0128,0.5933,0.2500
416,deepseek-3.2-thinking,清平乐,山居秋暝,8,0.3062,0.0060,0.5189,0.1667
214,qwen3.6-plus,菩萨蛮,秋夜书怀,8,0.3062,0.0000,0.5880,0.0000
683,glm-5,沁园春,观海,22,0.3062,0.0060,0.6702,0.3333
412,deepseek-3.2-thinking,菩萨蛮,数字怀旧,8,0.3062,0.0060,0.4995,0.1667
487,deepseek-3.2-thinking,浪淘沙,秋江夜思,10,0.3059,0.0040,0.5183,0.1818
509,deepseek-3.2-thinking,沁园春,星际遐思,25,0.3059,0.0103,0.6048,0.3636
410,deepseek-3.2-thinking,浪淘沙,夜航,10,0.3058,0.0037,0.4968,0.1667
618,glm-5,浪淘沙,秋暮,10,0.3052,0.0032,0.7929,0.1429
338,qwen3.6-plus,浪淘沙,秋江夜泊,10,0.3051,0.0037,0.5394,0.1667
363,qwen3.6-plus,浪淘沙,秋江夜眺,10,0.3050,0.0086,0.5229,0.2222
560,deepseek-3.2-thinking,沁园春,江月遐思,25,0.3050,0.0059,0.6102,0.2500
671,glm-5,沁园春,登高感怀,25,0.3043,0.0072,0.8170,0.4000
86,doubao-seed-2.0-pro,浪淘沙,江楼晚眺,10,0.3042,0.0040,0.5326,0.1818
619,glm-5,浪淘沙,秋江晚望,10,0.3038,0.0000,0.4678,0.0000
