词ID,模型,词牌,题目,句数,平均语义相似度,平均字面相似度,最高语义相似度,最高字面相似度
145,doubao-seed-2.0-pro,沁园春,庭中见玉兰作,25,0.3198,0.0075,0.5813,0.2857
79,doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,25,0.3197,0.0072,0.6539,0.2500
236,deepseek-3.2-thinking,沁园春,玉兰咏怀,25,0.3195,0.0059,0.7432,0.2222
75,doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,25,0.3195,0.0032,0.5962,0.2500
46,doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,25,0.3194,0.0068,0.6436,0.2857
22,doubao-seed-2.0-pro,沁园春,庭前见玉兰作,25,0.3193,0.0029,0.6579,0.2500
531,qwen3.6-plus,沁园春,庭前玉兰初绽有感,25,0.3193,0.0082,0.6800,0.2500
496,qwen3.6-plus,沁园春,庭前玉兰,25,0.3192,0.0064,0.6721,0.2857
358,deepseek-3.2-thinking,沁园春,玉兰赋,25,0.3192,0.0165,0.7001,0.2857
364,deepseek-3.2-thinking,沁园春,白玉兰感赋,25,0.3190,0.0085,0.6656,0.2500
537,qwen3.6-plus,沁园春,咏玉兰,25,0.3189,0.0082,0.6686,0.2500
240,deepseek-3.2-thinking,沁园春,遇玉兰有感,25,0.3189,0.0051,0.7348,0.3636
450,qwen3.6-plus,沁园春,玉兰初绽有感,25,0.3189,0.0074,0.6505,0.2857
343,deepseek-3.2-thinking,沁园春,白玉兰感赋,25,0.3187,0.0053,0.6030,0.2500
189,doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,25,0.3187,0.0064,0.6262,0.4444
120,doubao-seed-2.0-pro,沁园春,校中观玉兰感作,25,0.3187,0.0038,0.6097,0.2500
84,doubao-seed-2.0-pro,沁园春,阶前见玉兰花作,25,0.3186,0.0081,0.7399,0.2857
322,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3186,0.0083,0.6655,0.4444
468,qwen3.6-plus,沁园春,玉兰初绽有怀,25,0.3186,0.0034,0.6297,0.2500
166,doubao-seed-2.0-pro,沁园春,春日遇玉兰抒怀,25,0.3185,0.0059,0.6317,0.2857
51,doubao-seed-2.0-pro,沁园春,寓舍前观玉兰作,25,0.3184,0.0081,0.6728,0.3333
104,doubao-seed-2.0-pro,沁园春,校苑见玉兰作,25,0.3184,0.0028,0.6718,0.2500
523,qwen3.6-plus,沁园春,玉兰见志,25,0.3184,0.0091,0.6604,0.2500
192,doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,25,0.3184,0.0055,0.5840,0.2500
551,gemini-3.1-pro,沁园春,玉兰有悟,25,0.3184,0.0048,0.5655,0.2500
64,doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,25,0.3183,0.0048,0.6518,0.3333
510,qwen3.6-plus,沁园春,玉兰启怀,25,0.3183,0.0085,0.6185,0.2857
526,qwen3.6-plus,沁园春,庭中玉兰,25,0.3182,0.0093,0.6125,0.2857
177,doubao-seed-2.0-pro,沁园春,观玉兰抒怀,25,0.3181,0.0061,0.7024,0.2500
485,qwen3.6-plus,沁园春,见玉兰有怀,25,0.3180,0.0092,0.8181,0.2500
90,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,25,0.3179,0.0056,0.5887,0.2500
406,qwen3.6-plus,沁园春,玉兰引,25,0.3176,0.0076,0.6740,0.2857
95,doubao-seed-2.0-pro,沁园春,观玉兰感怀,25,0.3175,0.0037,0.7201,0.3636
178,doubao-seed-2.0-pro,沁园春,阶前观玉兰感作,25,0.3173,0.0059,0.6550,0.2500
121,doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,25,0.3172,0.0053,0.6192,0.2500
48,doubao-seed-2.0-pro,沁园春,寓所见玉兰感作,25,0.3172,0.0035,0.5972,0.2500
337,deepseek-3.2-thinking,沁园春,玉兰寄怀,25,0.3172,0.0093,0.6709,0.4444
355,deepseek-3.2-thinking,沁园春,玉兰新绽,25,0.3170,0.0030,0.6438,0.2500
33,doubao-seed-2.0-pro,沁园春,庭下见玉兰作,25,0.3170,0.0048,0.6738,0.2857
54,doubao-seed-2.0-pro,沁园春,檐下观玉兰作,25,0.3169,0.0096,0.8141,0.5714
232,deepseek-3.2-thinking,沁园春,玉兰赋怀,25,0.3169,0.0027,0.5932,0.2500
331,deepseek-3.2-thinking,沁园春,春日见玉兰感怀,25,0.3168,0.0090,0.7092,0.2857
35,doubao-seed-2.0-pro,沁园春,寓所见玉兰花感作,25,0.3168,0.0073,0.6811,0.2857
222,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3168,0.0101,0.7292,0.5455
155,doubao-seed-2.0-pro,沁园春,暮春遇玉兰感怀,25,0.3167,0.0042,0.8031,0.3333
9,doubao-seed-2.0-pro,沁园春,校中观玉兰有作,25,0.3167,0.0036,0.6104,0.2857
440,qwen3.6-plus,沁园春,玉兰春望,13,0.3167,0.0023,0.6750,0.1818
205,deepseek-3.2-thinking,沁园春,玉兰感赋,25,0.3164,0.0034,0.6311,0.2500
235,deepseek-3.2-thinking,沁园春,玉兰寄怀,25,0.3164,0.0108,0.7090,0.2500
348,deepseek-3.2-thinking,沁园春,遇玉兰有感,25,0.3164,0.0068,0.6372,0.2500
100,doubao-seed-2.0-pro,沁园春,校园观玉兰作,25,0.3163,0.0044,0.6522,0.2857
503,qwen3.6-plus,沁园春,玉兰偶见,25,0.3162,0.0052,0.7249,0.2500
126,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,25,0.3162,0.0058,0.8031,0.4000
180,doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,25,0.3161,0.0038,0.6475,0.2500
325,deepseek-3.2-thinking,沁园春,玉兰吟,25,0.3161,0.0120,0.6358,0.2857
490,qwen3.6-plus,沁园春,白玉兰下偶成,25,0.3159,0.0121,0.5920,0.2857
463,qwen3.6-plus,沁园春,玉兰引,13,0.3158,0.0064,0.5175,0.2500
375,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3158,0.0156,0.7220,0.3077
333,deepseek-3.2-thinking,沁园春,玉兰咏怀,25,0.3156,0.0092,0.6887,0.2500
30,doubao-seed-2.0-pro,沁园春,春日校园见玉兰有感,25,0.3156,0.0056,0.6555,0.2500
502,qwen3.6-plus,沁园春,庭前玉兰见志,25,0.3156,0.0085,0.6650,0.2857
416,qwen3.6-plus,沁园春,玉兰引,13,0.3155,0.0061,0.5716,0.2500
134,doubao-seed-2.0-pro,沁园春,檐下观玉兰花有感,25,0.3155,0.0048,0.5983,0.2857
409,qwen3.6-plus,沁园春,玉兰初绽有怀,13,0.3154,0.0000,0.5085,0.0000
148,doubao-seed-2.0-pro,沁园春,校园见玉兰花感作,25,0.3154,0.0076,0.8002,0.5714
243,deepseek-3.2-thinking,沁园春,白玉兰下感怀,25,0.3154,0.0048,0.6363,0.2500
247,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3153,0.0058,0.6277,0.2500
507,qwen3.6-plus,沁园春,玉兰有感,25,0.3153,0.0074,0.6261,0.2500
404,qwen3.6-plus,沁园春,玉兰照眼,25,0.3152,0.0076,0.6803,0.2857
188,doubao-seed-2.0-pro,沁园春,春日见玉兰作,25,0.3152,0.0054,0.6132,0.2500
370,deepseek-3.2-thinking,沁园春,白玉兰感怀,25,0.3151,0.0160,0.7438,0.5455
320,deepseek-3.2-thinking,沁园春,见玉兰感怀,25,0.3148,0.0100,0.7225,0.4000
471,qwen3.6-plus,沁园春,玉兰赋志,23,0.3147,0.0051,0.7394,0.3333
219,deepseek-3.2-thinking,沁园春,玉兰感赋,25,0.3146,0.0033,0.5529,0.2500
336,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3145,0.0053,0.7435,0.2500
282,deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,25,0.3145,0.0072,0.7014,0.4000
93,doubao-seed-2.0-pro,沁园春,校道见玉兰感怀,25,0.3142,0.0044,0.6239,0.2500
224,deepseek-3.2-thinking,沁园春,玉兰咏怀,25,0.3142,0.0021,0.5731,0.2857
138,doubao-seed-2.0-pro,沁园春,校中见玉兰感怀,25,0.3141,0.0056,0.7366,0.3333
330,deepseek-3.2-thinking,沁园春,玉兰花开有感,25,0.3141,0.0075,0.6967,0.3333
49,doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,25,0.3141,0.0017,0.6151,0.1818
288,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3140,0.0072,0.6521,0.2857
433,qwen3.6-plus,沁园春,玉兰引,13,0.3140,0.0021,0.6118,0.1667
5,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花感作,25,0.3139,0.0048,0.6445,0.2500
457,qwen3.6-plus,沁园春,玉兰照影,25,0.3139,0.0080,0.5856,0.2857
106,doubao-seed-2.0-pro,沁园春,阶前见玉兰感作,25,0.3139,0.0044,0.6239,0.3636
377,deepseek-3.2-thinking,沁园春,白玉兰前作,25,0.3138,0.0138,0.7494,0.2857
345,deepseek-3.2-thinking,沁园春,玉兰赋,25,0.3137,0.0098,0.6981,0.3636
327,deepseek-3.2-thinking,沁园春,玉兰寄怀,25,0.3137,0.0049,0.6661,0.2500
270,deepseek-3.2-thinking,沁园春,见玉兰感怀,25,0.3136,0.0084,0.6850,0.2857
328,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3134,0.0074,0.6129,0.5000
59,doubao-seed-2.0-pro,沁园春,校园见玉兰花感怀,25,0.3134,0.0084,0.8451,0.5714
260,deepseek-3.2-thinking,沁园春,白玉兰咏,25,0.3132,0.0048,0.5995,0.2500
398,deepseek-3.2-thinking,沁园春,玉兰醒梦,25,0.3132,0.0059,0.6457,0.2857
61,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,25,0.3131,0.0042,0.6804,0.2500
62,doubao-seed-2.0-pro,沁园春,校园见玉兰有感,25,0.3130,0.0068,0.6456,0.2857
131,doubao-seed-2.0-pro,沁园春,校中见白玉兰感作,25,0.3130,0.0045,0.7196,0.2857
127,doubao-seed-2.0-pro,沁园春,校中观玉兰感怀,25,0.3128,0.0059,0.6065,0.2222
40,doubao-seed-2.0-pro,沁园春,见玉兰感怀,25,0.3126,0.0120,0.7172,0.3333
223,deepseek-3.2-thinking,沁园春,见玉兰感怀,25,0.3126,0.0045,0.6501,0.2500
324,deepseek-3.2-thinking,沁园春,白玉兰开,25,0.3126,0.0056,0.5643,0.2500
495,qwen3.6-plus,沁园春,庭际玉兰,25,0.3123,0.0101,0.8004,0.4000
115,doubao-seed-2.0-pro,沁园春,校园见玉兰作,25,0.3123,0.0029,0.5793,0.2500
392,deepseek-3.2-thinking,沁园春,玉兰春悟,25,0.3123,0.0113,0.6642,0.5455
303,deepseek-3.2-thinking,沁园春,玉兰悟,25,0.3122,0.0033,0.6872,0.2500
91,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,25,0.3122,0.0041,0.7230,0.2500
431,qwen3.6-plus,沁园春,玉兰见志,25,0.3122,0.0014,0.5751,0.2500
378,deepseek-3.2-thinking,沁园春,白玉兰新悟,25,0.3122,0.0080,0.6158,0.4000
534,qwen3.6-plus,沁园春,春庭玉兰偶得,25,0.3122,0.0077,0.7276,0.2500
221,deepseek-3.2-thinking,沁园春,白玉兰感怀,25,0.3120,0.0050,0.5975,0.2500
387,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3120,0.0113,0.7451,0.5000
34,doubao-seed-2.0-pro,沁园春,春暮见玉兰感怀,25,0.3119,0.0046,0.6615,0.2667
381,deepseek-3.2-thinking,沁园春,白玉兰吟,25,0.3119,0.0095,0.7642,0.4000
297,deepseek-3.2-thinking,沁园春,玉兰寄怀,25,0.3119,0.0108,0.6952,0.2857
248,deepseek-3.2-thinking,沁园春,白玉兰开有感,25,0.3119,0.0051,0.5810,0.3636
139,doubao-seed-2.0-pro,沁园春,檐下见玉兰作,25,0.3118,0.0095,0.6850,0.2857
212,deepseek-3.2-thinking,沁园春,白玉兰咏怀,25,0.3118,0.0004,0.5402,0.1333
427,qwen3.6-plus,沁园春,玉兰辞,25,0.3116,0.0076,0.7110,0.2857
257,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3115,0.0048,0.6982,0.2857
407,qwen3.6-plus,沁园春,玉兰见春,25,0.3115,0.0062,0.7013,0.2857
264,deepseek-3.2-thinking,沁园春,白玉兰赋,25,0.3115,0.0067,0.6514,0.2500
291,deepseek-3.2-thinking,沁园春,玉兰初绽,25,0.3113,0.0021,0.5960,0.2500
539,qwen3.6-plus,沁园春,庭前玉兰,25,0.3112,0.0066,0.7124,0.2857
144,doubao-seed-2.0-pro,沁园春,春暮见玉兰有作,25,0.3111,0.0049,0.6220,0.3636
293,deepseek-3.2-thinking,沁园春,白玉兰前作,26,0.3109,0.0046,0.6848,0.2500
373,deepseek-3.2-thinking,沁园春,白玉兰春感,25,0.3109,0.0098,0.6943,0.5000
286,deepseek-3.2-thinking,沁园春,见玉兰感怀,25,0.3106,0.0110,0.7652,0.3636
77,doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,25,0.3106,0.0048,0.6542,0.4000
170,doubao-seed-2.0-pro,沁园春,校中见玉兰花抒怀,25,0.3106,0.0046,0.6192,0.2857
511,qwen3.6-plus,沁园春,咏庭前玉兰,25,0.3106,0.0046,0.5643,0.2857
57,doubao-seed-2.0-pro,沁园春,校园见白玉兰感怀,25,0.3106,0.0071,0.6646,0.3333
366,deepseek-3.2-thinking,沁园春,玉兰吟,25,0.3106,0.0038,0.5849,0.2857
395,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.3105,0.0033,0.6501,0.2500
307,deepseek-3.2-thinking,沁园春,春暮见玉兰感赋,25,0.3105,0.0067,0.6228,0.4444
292,deepseek-3.2-thinking,沁园春,白玉兰前作,25,0.3101,0.0054,0.5833,0.2857
193,doubao-seed-2.0-pro,沁园春,校园观玉兰抒怀,25,0.3100,0.0072,0.7616,0.5000
86,doubao-seed-2.0-pro,沁园春,校园见玉兰花抒怀,25,0.3098,0.0043,0.6233,0.2500
268,deepseek-3.2-thinking,沁园春,遇玉兰有感,25,0.3097,0.0029,0.6365,0.5000
550,gemini-3.1-pro,沁园春,春夜咏白玉兰遣怀,25,0.3096,0.0072,0.6528,0.2857
521,qwen3.6-plus,沁园春,玉兰偶感,25,0.3095,0.0090,0.6160,0.2500
512,qwen3.6-plus,沁园春,庭前玉兰偶感,25,0.3094,0.0094,0.6420,0.2500
227,deepseek-3.2-thinking,沁园春,玉兰寄怀,25,0.3094,0.0019,0.6117,0.2222
128,doubao-seed-2.0-pro,沁园春,阶前观玉兰偶作,25,0.3094,0.0012,0.6068,0.1818
352,deepseek-3.2-thinking,沁园春,玉兰赋,25,0.3092,0.0036,0.6851,0.2222
239,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.3091,0.0025,0.6044,0.3636
491,qwen3.6-plus,沁园春,见玉兰有感,25,0.3089,0.0093,0.5602,0.2857
261,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.3089,0.0045,0.6953,0.5000
443,qwen3.6-plus,沁园春,玉兰启悟,13,0.3089,0.0000,0.4626,0.0000
363,deepseek-3.2-thinking,沁园春,玉兰见志,25,0.3089,0.0082,0.6320,0.4444
332,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3086,0.0061,0.7158,0.5000
350,deepseek-3.2-thinking,沁园春,玉兰悟,25,0.3084,0.0068,0.7611,0.2500
396,deepseek-3.2-thinking,沁园春,玉兰,25,0.3084,0.0063,0.6897,0.5000
230,deepseek-3.2-thinking,沁园春,玉兰吟,25,0.3083,0.0027,0.6435,0.2500
50,doubao-seed-2.0-pro,沁园春,檐下见玉兰花作,25,0.3082,0.0040,0.6913,0.2500
23,doubao-seed-2.0-pro,沁园春,观玉兰遣怀,25,0.3081,0.0063,0.7206,0.2857
304,deepseek-3.2-thinking,沁园春,见白玉兰花有感,25,0.3081,0.0053,0.5610,0.2500
371,deepseek-3.2-thinking,沁园春,玉兰悟,25,0.3079,0.0047,0.5865,0.2500
250,deepseek-3.2-thinking,沁园春,白玉兰,25,0.3077,0.0066,0.6543,0.2857
385,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3076,0.0077,0.7596,0.2500
391,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3075,0.0044,0.6841,0.2500
198,doubao-seed-2.0-pro,沁园春,校园见玉兰作,25,0.3075,0.0073,0.6350,0.2500
142,doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,25,0.3074,0.0022,0.6145,0.2500
238,deepseek-3.2-thinking,沁园春,玉兰悟,25,0.3073,0.0056,0.6837,0.2500
78,doubao-seed-2.0-pro,沁园春,校园见玉兰花作,25,0.3072,0.0028,0.6528,0.2500
66,doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,25,0.3071,0.0027,0.5637,0.2222
271,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3071,0.0062,0.6535,0.2500
361,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.3070,0.0041,0.6662,0.3636
214,deepseek-3.2-thinking,沁园春,白玉兰下作,25,0.3069,0.0075,0.6112,0.2500
277,deepseek-3.2-thinking,沁园春,白玉兰赋,25,0.3069,0.0065,0.7818,0.3077
289,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3068,0.0044,0.6554,0.2857
402,qwen3.6-plus,沁园春,玉兰辞,13,0.3068,0.0032,0.5433,0.2500
284,deepseek-3.2-thinking,沁园春,玉兰悟,25,0.3067,0.0081,0.6192,0.4000
540,qwen3.6-plus,沁园春,玉兰树下感怀,25,0.3057,0.0074,0.7030,0.2500
32,doubao-seed-2.0-pro,沁园春,校园见玉兰花感作,25,0.3056,0.0067,0.6173,0.2500
351,deepseek-3.2-thinking,沁园春,玉兰悟,25,0.3054,0.0113,0.7501,0.3636
536,qwen3.6-plus,沁园春,秋闱受挫见玉兰有感,25,0.3053,0.0098,0.6058,0.2857
266,deepseek-3.2-thinking,沁园春,玉兰吟,25,0.3052,0.0074,0.6715,0.2500
315,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.3050,0.0066,0.6094,0.2500
226,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3049,0.0045,0.5649,0.2500
318,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3044,0.0105,0.7028,0.2500
389,deepseek-3.2-thinking,沁园春,玉兰春咏,25,0.3043,0.0132,0.7282,0.4444
301,deepseek-3.2-thinking,沁园春,玉兰春醒,25,0.3041,0.0022,0.6412,0.2500
283,deepseek-3.2-thinking,沁园春,白玉兰赋,25,0.3041,0.0058,0.6216,0.2857
299,deepseek-3.2-thinking,沁园春,玉兰吟,25,0.3041,0.0071,0.6482,0.2857
245,deepseek-3.2-thinking,沁园春,玉兰赋,25,0.3041,0.0081,0.6862,0.5000
201,deepseek-3.2-thinking,沁园春,玉兰逢春,25,0.3039,0.0032,0.6557,0.2857
341,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.3038,0.0102,0.6954,0.3333
478,qwen3.6-plus,沁园春,见白玉兰有感,25,0.3035,0.0056,0.6565,0.2857
253,deepseek-3.2-thinking,沁园春,春暮见玉兰有感,25,0.3032,0.0043,0.6678,0.2857
309,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.3031,0.0088,0.6969,0.2857
349,deepseek-3.2-thinking,沁园春,白玉兰赋,26,0.3030,0.0039,0.6447,0.2500
237,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.3030,0.0086,0.7962,0.5000
41,doubao-seed-2.0-pro,沁园春,校园见玉兰花感作,25,0.3028,0.0084,0.6282,0.2857
215,deepseek-3.2-thinking,沁园春,白玉兰开示怀,25,0.3027,0.0055,0.6041,0.2857
287,deepseek-3.2-thinking,沁园春,玉兰感赋,25,0.3026,0.0082,0.7037,0.2857
530,qwen3.6-plus,沁园春,见玉兰有作,25,0.3025,0.0068,0.6220,0.2500
210,deepseek-3.2-thinking,沁园春,玉兰赋怀,25,0.3024,0.0007,0.6631,0.2222
234,deepseek-3.2-thinking,沁园春,玉兰新赋,25,0.3023,0.0052,0.6043,0.2857
379,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.3023,0.0089,0.5948,0.5000
280,deepseek-3.2-thinking,沁园春,玉兰吟,25,0.3020,0.0036,0.6167,0.2857
65,doubao-seed-2.0-pro,沁园春,春日见玉兰有感,25,0.3018,0.0057,0.6914,0.2500
275,deepseek-3.2-thinking,沁园春,白玉兰,25,0.3017,0.0023,0.5494,0.2500
353,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3016,0.0044,0.6862,0.2500
252,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3016,0.0085,0.7304,0.3333
400,deepseek-3.2-thinking,沁园春,玉兰赋怀,25,0.3016,0.0048,0.5649,0.2222
346,deepseek-3.2-thinking,沁园春,玉兰感赋,25,0.3016,0.0064,0.5602,0.3636
308,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.3015,0.0068,0.8653,0.4444
60,doubao-seed-2.0-pro,沁园春,校园观玉兰感怀,25,0.3012,0.0056,0.6700,0.2500
298,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3011,0.0065,0.6237,0.2857
312,deepseek-3.2-thinking,沁园春,白玉兰寄怀,25,0.3010,0.0043,0.5791,0.2857
313,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.3009,0.0061,0.5767,0.5000
368,deepseek-3.2-thinking,沁园春,玉兰感怀,25,0.3008,0.0068,0.6349,0.2857
208,deepseek-3.2-thinking,沁园春,玉兰初绽见寄,25,0.3007,0.0017,0.5872,0.2857
339,deepseek-3.2-thinking,沁园春,白玉兰开,25,0.3006,0.0049,0.7312,0.2500
220,deepseek-3.2-thinking,沁园春,玉兰赋,25,0.3006,0.0026,0.5831,0.4000
229,deepseek-3.2-thinking,沁园春,玉兰悟,25,0.3003,0.0039,0.6992,0.2500
399,deepseek-3.2-thinking,沁园春,玉兰赋,25,0.3001,0.0085,0.9225,0.7500
509,qwen3.6-plus,沁园春,玉兰偶悟,25,0.3000,0.0094,0.7778,0.2857
74,doubao-seed-2.0-pro,沁园春,寓舍见玉兰偶作,25,0.3000,0.0014,0.6031,0.2500
444,qwen3.6-plus,沁园春,玉兰见雪,25,0.2999,0.0033,0.5564,0.2857
369,deepseek-3.2-thinking,沁园春,玉兰咏怀,25,0.2998,0.0120,0.6764,0.3636
285,deepseek-3.2-thinking,沁园春,遇玉兰有感,25,0.2997,0.0101,0.7498,0.3636
206,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2996,0.0014,0.6052,0.2500
263,deepseek-3.2-thinking,沁园春,白玉兰感赋,25,0.2994,0.0068,0.6245,0.2500
335,deepseek-3.2-thinking,沁园春,白玉兰咏怀,25,0.2987,0.0051,0.5954,0.2500
8,doubao-seed-2.0-pro,沁园春,阶下见玉兰偶作,25,0.2987,0.0074,0.6329,0.2857
295,deepseek-3.2-thinking,沁园春,玉兰感赋,25,0.2986,0.0074,0.5814,0.2500
329,deepseek-3.2-thinking,沁园春,白玉兰吟,25,0.2982,0.0100,0.7793,0.4444
281,deepseek-3.2-thinking,沁园春,遇玉兰有感,25,0.2982,0.0022,0.6994,0.2500
360,deepseek-3.2-thinking,沁园春,白玉兰感怀,25,0.2980,0.0083,0.6521,0.3333
273,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2979,0.0039,0.5625,0.2500
365,deepseek-3.2-thinking,沁园春,遇玉兰有感,25,0.2978,0.0078,0.6342,0.3333
231,deepseek-3.2-thinking,沁园春,玉兰感怀,25,0.2977,0.0041,0.6651,0.2500
265,deepseek-3.2-thinking,沁园春,白玉兰吟,25,0.2976,0.0048,0.7195,0.2500
397,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2976,0.0075,0.7727,0.3636
228,deepseek-3.2-thinking,沁园春,白玉兰吟,25,0.2974,0.0023,0.5649,0.2500
323,deepseek-3.2-thinking,沁园春,遇玉兰有感,25,0.2972,0.0131,0.7147,0.5000
393,deepseek-3.2-thinking,沁园春,玉兰吟,25,0.2966,0.0072,0.7745,0.3636
357,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2965,0.0006,0.6518,0.1818
340,deepseek-3.2-thinking,沁园春,玉兰吟,24,0.2965,0.0085,0.7538,0.2500
258,deepseek-3.2-thinking,沁园春,白玉兰感怀,25,0.2964,0.0059,0.6323,0.2500
153,doubao-seed-2.0-pro,沁园春,暮春见玉兰抒怀,25,0.2963,0.0051,0.9563,0.8571
217,deepseek-3.2-thinking,沁园春,玉兰见志,25,0.2960,0.0039,0.6361,0.2500
251,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2956,0.0028,0.7511,0.2857
314,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2953,0.0050,0.6561,0.2500
362,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2952,0.0041,0.6737,0.2500
316,deepseek-3.2-thinking,沁园春,玉兰吟,25,0.2947,0.0036,0.6310,0.2500
383,deepseek-3.2-thinking,沁园春,白玉兰咏,25,0.2946,0.0110,0.7757,0.2500
202,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.2943,0.0027,0.6886,0.2500
382,deepseek-3.2-thinking,沁园春,见白玉兰有感,25,0.2942,0.0053,0.6207,0.2857
242,deepseek-3.2-thinking,沁园春,玉兰春醒,25,0.2937,0.0044,0.6564,0.2500
218,deepseek-3.2-thinking,沁园春,白玉兰赋,25,0.2925,0.0064,0.7288,0.2857
488,qwen3.6-plus,沁园春,见玉兰有感,25,0.2924,0.0067,0.7313,0.2500
269,deepseek-3.2-thinking,沁园春,见玉兰感赋,25,0.2921,0.0048,0.6070,0.2857
274,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2918,0.0094,0.6886,0.4444
204,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.2916,0.0033,0.6207,0.2500
342,deepseek-3.2-thinking,沁园春,白玉兰感怀,25,0.2914,0.0038,0.6868,0.2222
225,deepseek-3.2-thinking,沁园春,玉兰见志,25,0.2908,0.0025,0.5233,0.2500
211,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.2900,0.0034,0.5519,0.2500
278,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2900,0.0074,0.7435,0.2500
296,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2897,0.0067,0.5667,0.2500
302,deepseek-3.2-thinking,沁园春,白玉兰感怀,25,0.2896,0.0033,0.6491,0.2500
213,deepseek-3.2-thinking,沁园春,玉兰吟,25,0.2893,0.0046,0.6406,0.2500
279,deepseek-3.2-thinking,沁园春,玉兰初醒,25,0.2892,0.0051,0.6978,0.2500
244,deepseek-3.2-thinking,沁园春,白玉兰悟,25,0.2885,0.0034,0.5618,0.2857
267,deepseek-3.2-thinking,沁园春,遇玉兰有感,25,0.2875,0.0099,0.5668,0.2500
372,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2873,0.0070,0.6048,0.2857
310,deepseek-3.2-thinking,沁园春,玉兰新悟,25,0.2873,0.0067,0.7382,0.2500
388,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2867,0.0069,0.6878,0.3636
276,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2859,0.0114,0.6871,0.3333
306,deepseek-3.2-thinking,沁园春,白玉兰下重拾志,25,0.2851,0.0059,0.6684,0.2857
367,deepseek-3.2-thinking,沁园春,玉兰新赋,25,0.2846,0.0029,0.5762,0.2500
347,deepseek-3.2-thinking,沁园春,玉兰感怀,25,0.2843,0.0165,0.6090,0.3333
233,deepseek-3.2-thinking,沁园春,玉兰春感,25,0.2836,0.0023,0.6152,0.2500
