词ID,模型,词牌,题目,句数,平均语义相似度,平均字面相似度,最高语义相似度,最高字面相似度
567,doubao-seed-2.0-pro,沁园春,校道见玉兰花作,25,0.3241,0.0060,0.6952,0.2857
423,doubao-seed-2.0-pro,祝英台近,暮春见校园玉兰作,16,0.3240,0.0077,0.6590,0.2000
16,deepseek-3.2-thinking,浪淘沙,遇玉兰有感,10,0.3240,0.0141,0.5514,0.1818
496,doubao-seed-2.0-pro,沁园春,校中观玉兰花感怀,25,0.3238,0.0042,0.6995,0.2500
345,qwen3.6-plus,菩萨蛮,春庭玉兰,8,0.3237,0.0000,0.5384,0.0000
267,qwen3.6-plus,沁园春,玉兰辞,23,0.3237,0.0039,0.7162,0.2222
304,qwen3.6-plus,祝英台近,玉兰辞,16,0.3236,0.0083,0.6269,0.2500
58,deepseek-3.2-thinking,菩萨蛮,玉兰新悟,8,0.3235,0.0111,0.6082,0.1667
140,deepseek-3.2-thinking,菩萨蛮,白玉兰感怀,8,0.3234,0.0345,0.5472,0.2000
205,qwen3.6-plus,祝英台近,白玉兰下,16,0.3232,0.0026,0.5958,0.1818
212,qwen3.6-plus,沁园春,玉兰书怀,13,0.3232,0.0000,0.5481,0.0000
236,qwen3.6-plus,祝英台近,玉兰辞,17,0.3229,0.0028,0.6172,0.2500
439,doubao-seed-2.0-pro,祝英台近,校隅见玉兰作,16,0.3228,0.0052,0.5401,0.1818
31,deepseek-3.2-thinking,浪淘沙,春见玉兰感怀,10,0.3227,0.0090,0.4929,0.2222
476,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰感怀,8,0.3225,0.0071,0.5582,0.2000
238,qwen3.6-plus,沁园春,春望玉兰有感,25,0.3224,0.0057,0.6850,0.4000
336,qwen3.6-plus,沁园春,玉雪吟·甲辰春试后作,25,0.3223,0.0032,0.7190,0.2857
532,doubao-seed-2.0-pro,浪淘沙,庭中观玉兰作,10,0.3222,0.0037,0.4629,0.1667
149,deepseek-3.2-thinking,清平乐,玉兰新悟,8,0.3221,0.0190,0.5553,0.2000
479,doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,25,0.3221,0.0067,0.6576,0.2500
341,qwen3.6-plus,清平乐,玉兰书窗偶见,8,0.3220,0.0124,0.5193,0.1818
519,doubao-seed-2.0-pro,沁园春,校隅见玉兰花感作,25,0.3220,0.0021,0.5646,0.2222
504,doubao-seed-2.0-pro,沁园春,庭前见玉兰作,25,0.3219,0.0072,0.5868,0.2500
361,qwen3.6-plus,祝英台近,见庭前玉兰有感,18,0.3218,0.0036,0.6118,0.3333
273,qwen3.6-plus,祝英台近,玉兰启思,16,0.3218,0.0051,0.6403,0.2857
222,qwen3.6-plus,浪淘沙,玉兰引,8,0.3217,0.0060,0.5629,0.1667
181,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,8,0.3216,0.0274,0.5131,0.2000
17,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,8,0.3216,0.0202,0.5927,0.2000
535,doubao-seed-2.0-pro,菩萨蛮,见玉兰感怀,8,0.3215,0.0000,0.5674,0.0000
473,doubao-seed-2.0-pro,清平乐,春半见玉兰有怀,8,0.3214,0.0126,0.4876,0.2000
270,qwen3.6-plus,清平乐,玉兰照影,8,0.3213,0.0000,0.5596,0.0000
38,deepseek-3.2-thinking,菩萨蛮,遇玉兰感怀,8,0.3213,0.0000,0.4767,0.0000
10,deepseek-3.2-thinking,沁园春,见玉兰有感,26,0.3213,0.0026,0.5963,0.2500
49,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3212,0.0082,0.5915,0.2857
391,gemini-3.1-pro,清平乐,春日见玉兰有感,8,0.3211,0.0186,0.5057,0.2000
526,doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,25,0.3211,0.0034,0.6640,0.2500
23,deepseek-3.2-thinking,清平乐,见玉兰有感,8,0.3210,0.0229,0.5105,0.3333
316,qwen3.6-plus,浪淘沙,玉兰照眼,10,0.3209,0.0093,0.5249,0.2500
307,qwen3.6-plus,菩萨蛮,玉兰启明,8,0.3209,0.0071,0.4853,0.2000
255,qwen3.6-plus,清平乐,玉兰引,8,0.3209,0.0051,0.4974,0.1429
277,qwen3.6-plus,清平乐,玉兰引,8,0.3208,0.0114,0.6795,0.1667
376,qwen3.6-plus,沁园春,见庭玉兰有感,25,0.3208,0.0088,0.7019,0.2857
464,doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,16,0.3207,0.0027,0.6515,0.2000
515,doubao-seed-2.0-pro,沁园春,见玉兰感怀,25,0.3204,0.0041,0.7368,0.3333
244,qwen3.6-plus,浪淘沙,玉兰引,5,0.3204,0.0000,0.4392,0.0000
129,deepseek-3.2-thinking,祝英台近,玉兰寄怀,16,0.3202,0.0061,0.5953,0.2222
269,qwen3.6-plus,沁园春,玉兰映雪,25,0.3201,0.0061,0.6724,0.3333
192,deepseek-3.2-thinking,祝英台近,玉兰吟,16,0.3199,0.0073,0.5767,0.2500
13,deepseek-3.2-thinking,沁园春,遇玉兰有感,26,0.3198,0.0038,0.6562,0.3333
583,doubao-seed-2.0-pro,沁园春,校隅见玉兰作,25,0.3197,0.0046,0.6629,0.2222
249,qwen3.6-plus,清平乐,玉兰映窗,8,0.3196,0.0000,0.5219,0.0000
461,doubao-seed-2.0-pro,沁园春,校中见玉兰花作,25,0.3195,0.0040,0.6194,0.2500
512,doubao-seed-2.0-pro,菩萨蛮,春日校园见玉兰作,8,0.3195,0.0190,0.5139,0.2000
371,qwen3.6-plus,菩萨蛮,见玉兰有感,8,0.3193,0.0071,0.5370,0.2000
363,qwen3.6-plus,浪淘沙,试后见玉兰有怀,10,0.3192,0.0077,0.5913,0.1818
369,qwen3.6-plus,沁园春,庭前见玉兰有感,25,0.3190,0.0074,0.6057,0.2500
347,qwen3.6-plus,菩萨蛮,玉兰启明,8,0.3189,0.0131,0.5468,0.2000
41,deepseek-3.2-thinking,沁园春,见白玉兰有感,25,0.3188,0.0053,0.6351,0.2857
243,qwen3.6-plus,菩萨蛮,玉兰启明,8,0.3186,0.0281,0.4890,0.1667
380,qwen3.6-plus,沁园春,玉兰见志,25,0.3185,0.0051,0.6295,0.2500
8,deepseek-3.2-thinking,清平乐,玉兰新悟,8,0.3184,0.0065,0.4328,0.1818
317,qwen3.6-plus,清平乐,玉兰照眼,4,0.3184,0.0000,0.4508,0.0000
471,doubao-seed-2.0-pro,浪淘沙,校隅见玉兰作,10,0.3182,0.0127,0.5928,0.2222
296,qwen3.6-plus,菩萨蛮,春庭玉兰,8,0.3181,0.0000,0.4806,0.0000
424,doubao-seed-2.0-pro,沁园春,校中见玉兰感作,25,0.3181,0.0076,0.5977,0.2857
400,doubao-seed-2.0-pro,沁园春,观庭中玉兰有感,25,0.3180,0.0041,0.6718,0.2500
300,qwen3.6-plus,清平乐,玉兰照影,8,0.3179,0.0000,0.5386,0.0000
457,doubao-seed-2.0-pro,沁园春,校隅见玉兰花感作,25,0.3178,0.0035,0.6515,0.2500
120,deepseek-3.2-thinking,浪淘沙,见玉兰有感,10,0.3172,0.0143,0.6978,0.5000
217,qwen3.6-plus,沁园春,玉兰启悟,25,0.3172,0.0079,0.6850,0.2857
206,qwen3.6-plus,祝英台近,玉兰见志,18,0.3172,0.0084,0.6261,0.2000
213,qwen3.6-plus,浪淘沙,玉兰辞,10,0.3170,0.0081,0.4708,0.1818
364,qwen3.6-plus,清平乐,春院见玉兰有感,8,0.3170,0.0000,0.5006,0.0000
417,doubao-seed-2.0-pro,祝英台近,校隅见玉兰作,16,0.3167,0.0053,0.6449,0.3333
517,doubao-seed-2.0-pro,沁园春,观玉兰遣怀,25,0.3165,0.0066,0.7220,0.2857
257,qwen3.6-plus,菩萨蛮,玉兰映案,8,0.3164,0.0060,0.5703,0.1667
554,doubao-seed-2.0-pro,沁园春,春暮见玉兰有感,25,0.3164,0.0025,0.5691,0.2500
176,deepseek-3.2-thinking,沁园春,见玉兰有感,24,0.3163,0.0052,0.6879,0.2500
528,doubao-seed-2.0-pro,沁园春,见玉兰有感,25,0.3162,0.0061,0.6914,0.2857
411,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰作,8,0.3161,0.0000,0.5314,0.0000
556,doubao-seed-2.0-pro,清平乐,校廊见玉兰感作,8,0.3161,0.0071,0.6589,0.2000
379,qwen3.6-plus,清平乐,庭前见玉兰,8,0.3160,0.0060,0.4371,0.1667
101,deepseek-3.2-thinking,祝英台近,见玉兰感怀,16,0.3159,0.0057,0.6080,0.2000
434,doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,25,0.3157,0.0056,0.5774,0.2857
50,deepseek-3.2-thinking,沁园春,白玉兰感怀,25,0.3157,0.0083,0.6864,0.5000
385,qwen3.6-plus,沁园春,玉兰,25,0.3156,0.0066,0.6839,0.2857
158,deepseek-3.2-thinking,沁园春,见玉兰有感,27,0.3155,0.0091,0.7003,0.3333
374,qwen3.6-plus,清平乐,玉兰,8,0.3152,0.0131,0.5438,0.2000
547,doubao-seed-2.0-pro,菩萨蛮,阶前见玉兰作,8,0.3151,0.0060,0.5210,0.1667
237,qwen3.6-plus,菩萨蛮,玉兰辞,8,0.3149,0.0000,0.5942,0.0000
370,qwen3.6-plus,祝英台近,玉兰树下有感,18,0.3148,0.0035,0.6244,0.3333
491,doubao-seed-2.0-pro,沁园春,校中见玉兰感作,25,0.3146,0.0061,0.8082,0.5714
333,qwen3.6-plus,祝英台近,玉兰庭立,16,0.3144,0.0053,0.6199,0.2000
137,deepseek-3.2-thinking,沁园春,玉兰吟,25,0.3142,0.0065,0.6817,0.2857
157,deepseek-3.2-thinking,菩萨蛮,玉兰新悟,8,0.3142,0.0190,0.4756,0.2000
131,deepseek-3.2-thinking,祝英台近,玉兰悟,16,0.3140,0.0094,0.6894,0.4000
161,deepseek-3.2-thinking,祝英台近,玉兰有感,16,0.3139,0.0040,0.6186,0.1818
383,qwen3.6-plus,沁园春,春庭见玉兰有感,25,0.3139,0.0078,0.6559,0.2500
248,qwen3.6-plus,沁园春,玉兰引,25,0.3137,0.0047,0.5900,0.2857
74,deepseek-3.2-thinking,祝英台近,见玉兰感怀,16,0.3137,0.0078,0.5937,0.2222
291,qwen3.6-plus,浪淘沙,玉兰照影,10,0.3136,0.0032,0.5082,0.1429
328,qwen3.6-plus,菩萨蛮,玉兰,8,0.3135,0.0131,0.5025,0.2000
85,deepseek-3.2-thinking,祝英台近,遇玉兰有感,16,0.3135,0.0063,0.5216,0.2857
114,deepseek-3.2-thinking,沁园春,暮春见玉兰感赋,25,0.3135,0.0036,0.5929,0.2857
97,deepseek-3.2-thinking,祝英台近,玉兰春悟,16,0.3135,0.0061,0.6534,0.2222
223,qwen3.6-plus,浪淘沙,玉兰启悟,8,0.3133,0.0051,0.4587,0.1429
83,deepseek-3.2-thinking,菩萨蛮,遇白玉兰有感,8,0.3132,0.0000,0.5389,0.0000
572,doubao-seed-2.0-pro,浪淘沙,春暮见玉兰感作,10,0.3131,0.0191,0.5527,0.2500
558,doubao-seed-2.0-pro,菩萨蛮,校圃见玉兰花作,8,0.3131,0.0071,0.6124,0.2000
110,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3131,0.0061,0.6786,0.4000
118,deepseek-3.2-thinking,浪淘沙,玉兰感赋,10,0.3129,0.0139,0.5546,0.2222
177,deepseek-3.2-thinking,祝英台近,玉兰吟,16,0.3129,0.0087,0.5393,0.2222
389,qwen3.6-plus,沁园春,玉兰,26,0.3127,0.0055,0.6139,0.2857
531,doubao-seed-2.0-pro,祝英台近,校径见玉兰花感作,16,0.3127,0.0053,0.5785,0.2857
227,qwen3.6-plus,菩萨蛮,玉兰引,8,0.3126,0.0102,0.5909,0.1429
590,doubao-seed-2.0-pro,浪淘沙,庭中见玉兰感作,10,0.3123,0.0000,0.5095,0.0000
502,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰感作,8,0.3120,0.0060,0.5279,0.1667
127,deepseek-3.2-thinking,沁园春,白玉兰吟,24,0.3120,0.0098,0.6649,0.2857
233,qwen3.6-plus,清平乐,玉兰引,8,0.3118,0.0060,0.5727,0.1667
36,deepseek-3.2-thinking,沁园春,玉兰赋怀,25,0.3116,0.0053,0.7183,0.2500
29,deepseek-3.2-thinking,浪淘沙,见玉兰有感,10,0.3116,0.0109,0.4661,0.1818
142,deepseek-3.2-thinking,菩萨蛮,春暮见玉兰,8,0.3115,0.0119,0.5434,0.1667
492,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰作,16,0.3115,0.0010,0.5259,0.1250
82,deepseek-3.2-thinking,菩萨蛮,白玉兰感赋,8,0.3113,0.0060,0.5322,0.1667
377,qwen3.6-plus,沁园春,咏玉兰,25,0.3113,0.0070,0.6612,0.2500
584,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰作,8,0.3111,0.0071,0.5168,0.2000
266,qwen3.6-plus,浪淘沙,玉兰启明,10,0.3111,0.0040,0.5510,0.1818
173,deepseek-3.2-thinking,祝英台近,见玉兰有感,16,0.3111,0.0073,0.5458,0.2500
78,deepseek-3.2-thinking,菩萨蛮,玉兰咏怀,8,0.3111,0.0060,0.4818,0.1667
108,deepseek-3.2-thinking,浪淘沙,见白玉兰有感,10,0.3111,0.0072,0.5373,0.1818
105,deepseek-3.2-thinking,浪淘沙,春日见玉兰有感,10,0.3110,0.0072,0.5991,0.1818
194,deepseek-3.2-thinking,沁园春,白玉兰吟,25,0.3110,0.0093,0.6391,0.4444
537,doubao-seed-2.0-pro,浪淘沙,寓舍见玉兰花感作,10,0.3105,0.0159,0.5383,0.2222
218,qwen3.6-plus,清平乐,玉兰辞,8,0.3105,0.0000,0.4677,0.0000
508,doubao-seed-2.0-pro,浪淘沙,春日校园见玉兰感作,10,0.3104,0.0000,0.5336,0.0000
536,doubao-seed-2.0-pro,沁园春,校园见玉兰盛放感怀,25,0.3102,0.0029,0.6430,0.2500
71,deepseek-3.2-thinking,沁园春,玉兰春悟,25,0.3100,0.0032,0.7015,0.2500
54,deepseek-3.2-thinking,浪淘沙,见玉兰感怀,10,0.3100,0.0072,0.6046,0.1818
293,qwen3.6-plus,清平乐,玉兰初绽,8,0.3100,0.0186,0.4520,0.2000
9,deepseek-3.2-thinking,浪淘沙,白玉兰悟,10,0.3098,0.0056,0.5399,0.2500
92,deepseek-3.2-thinking,浪淘沙,玉兰咏怀,10,0.3097,0.0136,0.5596,0.4286
433,doubao-seed-2.0-pro,浪淘沙,院隅见玉兰作,10,0.3096,0.0040,0.5947,0.1818
284,qwen3.6-plus,清平乐,玉兰引,8,0.3095,0.0000,0.4502,0.0000
65,deepseek-3.2-thinking,清平乐,见玉兰有感,8,0.3094,0.0126,0.5291,0.2000
408,doubao-seed-2.0-pro,沁园春,校隅见玉兰花感作,25,0.3093,0.0062,0.5625,0.2857
346,qwen3.6-plus,浪淘沙,玉兰启思,10,0.3092,0.0081,0.4397,0.1818
196,deepseek-3.2-thinking,菩萨蛮,遇白玉兰有感,8,0.3090,0.0274,0.5582,0.4000
368,qwen3.6-plus,清平乐,春庭见玉兰有作,8,0.3089,0.0114,0.4562,0.1667
96,deepseek-3.2-thinking,浪淘沙,白玉兰感怀,10,0.3089,0.0000,0.5629,0.0000
138,deepseek-3.2-thinking,祝英台近,见玉兰感怀,16,0.3089,0.0054,0.6888,0.2000
437,doubao-seed-2.0-pro,菩萨蛮,书馆阶前见玉兰作,8,0.3089,0.0071,0.5759,0.2000
124,deepseek-3.2-thinking,浪淘沙,玉兰吟,10,0.3088,0.0049,0.5721,0.2222
91,deepseek-3.2-thinking,菩萨蛮,遇玉兰有感,8,0.3087,0.0325,0.6666,0.2000
186,deepseek-3.2-thinking,清平乐,玉兰新咏,8,0.3086,0.0114,0.4979,0.1667
126,deepseek-3.2-thinking,浪淘沙,见玉兰感怀,10,0.3084,0.0126,0.5488,0.2222
563,doubao-seed-2.0-pro,菩萨蛮,春日见玉兰感怀,8,0.3082,0.0000,0.5250,0.0000
280,qwen3.6-plus,浪淘沙,玉兰引,10,0.3082,0.0123,0.4653,0.2222
308,qwen3.6-plus,沁园春,玉兰照夜,13,0.3081,0.0000,0.6460,0.0000
168,deepseek-3.2-thinking,祝英台近,见玉兰有感,16,0.3081,0.0046,0.5778,0.2500
527,doubao-seed-2.0-pro,沁园春,校中见玉兰花感作,25,0.3080,0.0043,0.6066,0.2857
79,deepseek-3.2-thinking,浪淘沙,玉兰吟,10,0.3079,0.0109,0.5412,0.1818
89,deepseek-3.2-thinking,浪淘沙,白玉兰感怀,10,0.3079,0.0164,0.5394,0.2222
452,doubao-seed-2.0-pro,沁园春,见玉兰感怀,25,0.3078,0.0041,0.6995,0.2500
382,qwen3.6-plus,沁园春,玉兰有感,26,0.3078,0.0079,0.6503,0.2857
518,doubao-seed-2.0-pro,浪淘沙,春望玉兰偶作,10,0.3078,0.0121,0.5452,0.1818
392,doubao-seed-2.0-pro,浪淘沙,阶前观玉兰有感,10,0.3075,0.0081,0.5130,0.1818
224,qwen3.6-plus,清平乐,玉兰初霁,8,0.3074,0.0055,0.4912,0.1538
335,qwen3.6-plus,祝英台近,玉兰惊梦,16,0.3074,0.0031,0.6543,0.2500
276,qwen3.6-plus,菩萨蛮,玉兰赋志,8,0.3072,0.0000,0.5485,0.0000
56,deepseek-3.2-thinking,浪淘沙,遇白玉兰有感,10,0.3070,0.0113,0.4779,0.1818
198,deepseek-3.2-thinking,菩萨蛮,白玉兰,8,0.3067,0.0000,0.4848,0.0000
490,doubao-seed-2.0-pro,菩萨蛮,春日校园见玉兰花作,8,0.3064,0.0071,0.5312,0.2000
130,deepseek-3.2-thinking,浪淘沙,见玉兰感怀,10,0.3064,0.0037,0.5803,0.1667
388,qwen3.6-plus,沁园春,玉兰,26,0.3062,0.0068,0.7077,0.2500
64,deepseek-3.2-thinking,沁园春,白玉兰开感怀,25,0.3062,0.0039,0.7207,0.2500
542,doubao-seed-2.0-pro,浪淘沙,校园见白玉兰感作,10,0.3060,0.0081,0.5609,0.3636
51,deepseek-3.2-thinking,清平乐,白玉兰下感怀,8,0.3059,0.0114,0.5634,0.1667
453,doubao-seed-2.0-pro,沁园春,见校园玉兰盛开感怀,25,0.3058,0.0040,0.6168,0.2500
366,qwen3.6-plus,浪淘沙,玉兰偶感,10,0.3057,0.0072,0.6697,0.1818
178,deepseek-3.2-thinking,沁园春,见玉兰感怀,25,0.3057,0.0066,0.6600,0.2857
143,deepseek-3.2-thinking,浪淘沙,白玉兰有感,10,0.3056,0.0049,0.5721,0.2222
84,deepseek-3.2-thinking,浪淘沙,见玉兰有感,10,0.3053,0.0096,0.5721,0.2500
147,deepseek-3.2-thinking,沁园春,白玉兰感赋,25,0.3053,0.0041,0.6309,0.2500
523,doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,25,0.3052,0.0060,0.6819,0.2857
530,doubao-seed-2.0-pro,祝英台近,校道见玉兰花作,16,0.3051,0.0047,0.5678,0.2857
34,deepseek-3.2-thinking,沁园春,玉兰赋,25,0.3049,0.0026,0.6180,0.2222
529,doubao-seed-2.0-pro,浪淘沙,校园见玉兰花感作,10,0.3046,0.0077,0.5686,0.1818
301,qwen3.6-plus,沁园春,玉兰映雪悟生,13,0.3045,0.0023,0.5268,0.1818
409,doubao-seed-2.0-pro,沁园春,寓所见玉兰感作,25,0.3045,0.0055,0.6471,0.2857
139,deepseek-3.2-thinking,清平乐,玉兰新悟,8,0.3045,0.0055,0.4508,0.1538
125,deepseek-3.2-thinking,浪淘沙,玉兰新赋,10,0.3044,0.0118,0.5546,0.1818
169,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3044,0.0028,0.7437,0.2500
458,doubao-seed-2.0-pro,清平乐,校道见玉兰感作,8,0.3040,0.0000,0.4293,0.0000
40,deepseek-3.2-thinking,沁园春,白玉兰感怀,25,0.3040,0.0057,0.6370,0.2857
226,qwen3.6-plus,浪淘沙,玉兰春信,10,0.3038,0.0032,0.5006,0.1429
76,deepseek-3.2-thinking,沁园春,白玉兰吟,25,0.3038,0.0090,0.7479,0.5000
282,qwen3.6-plus,菩萨蛮,玉兰,8,0.3036,0.0051,0.5296,0.1429
20,deepseek-3.2-thinking,清平乐,见玉兰有感,8,0.3036,0.0055,0.4542,0.1538
182,deepseek-3.2-thinking,浪淘沙,玉兰春悟,10,0.3035,0.0224,0.5847,0.3333
115,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,8,0.3031,0.0000,0.6443,0.0000
550,doubao-seed-2.0-pro,菩萨蛮,校中见玉兰有作,8,0.3029,0.0060,0.5727,0.1667
251,qwen3.6-plus,菩萨蛮,玉兰引,8,0.3029,0.0000,0.4295,0.0000
325,qwen3.6-plus,沁园春,玉明心,25,0.3026,0.0037,0.5970,0.2857
179,deepseek-3.2-thinking,菩萨蛮,玉兰吟怀,8,0.3023,0.0060,0.4396,0.1667
202,qwen3.6-plus,祝英台近,玉兰惊梦,16,0.3023,0.0037,0.5886,0.1818
585,doubao-seed-2.0-pro,菩萨蛮,春日见玉兰偶作,8,0.3022,0.0000,0.6180,0.0000
68,deepseek-3.2-thinking,沁园春,玉兰春悟,25,0.3022,0.0046,0.6534,0.2857
403,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,25,0.3016,0.0020,0.6852,0.2222
106,deepseek-3.2-thinking,沁园春,白玉兰感怀,25,0.3016,0.0080,0.6637,0.5000
25,deepseek-3.2-thinking,菩萨蛮,白玉兰开有感,8,0.3013,0.0071,0.4686,0.2000
459,doubao-seed-2.0-pro,浪淘沙,校中见玉兰花作,10,0.3010,0.0000,0.5412,0.0000
171,deepseek-3.2-thinking,祝英台近,见玉兰有感,16,0.3008,0.0074,0.6142,0.2000
412,doubao-seed-2.0-pro,沁园春,校中见玉兰感怀,25,0.3008,0.0052,0.6413,0.2857
165,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,8,0.3008,0.0131,0.6292,0.2000
175,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.3006,0.0056,0.6521,0.2857
63,deepseek-3.2-thinking,浪淘沙,遇玉兰有感,10,0.3006,0.0119,0.5875,0.2000
488,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰作,8,0.3004,0.0071,0.5065,0.2000
67,deepseek-3.2-thinking,沁园春,玉兰春感,25,0.3003,0.0106,0.8243,0.6667
487,doubao-seed-2.0-pro,清平乐,校中见玉兰作,8,0.3002,0.0136,0.5015,0.2000
477,doubao-seed-2.0-pro,菩萨蛮,春暮校道见玉兰作,8,0.3001,0.0194,0.5394,0.2000
144,deepseek-3.2-thinking,沁园春,玉兰新绽,25,0.3001,0.0044,0.6480,0.2500
43,deepseek-3.2-thinking,祝英台近,玉兰感怀,16,0.3000,0.0010,0.5946,0.1250
503,doubao-seed-2.0-pro,菩萨蛮,小园见玉兰作,8,0.2994,0.0000,0.5289,0.0000
72,deepseek-3.2-thinking,浪淘沙,遇玉兰感怀,10,0.2991,0.0118,0.5417,0.1818
447,doubao-seed-2.0-pro,菩萨蛮,春日见玉兰作,8,0.2988,0.0000,0.4339,0.0000
428,doubao-seed-2.0-pro,清平乐,暮春见玉兰花作,8,0.2988,0.0055,0.4738,0.1538
513,doubao-seed-2.0-pro,浪淘沙,校中见玉兰作,10,0.2986,0.0056,0.4868,0.2500
234,qwen3.6-plus,沁园春,玉兰照夜,25,0.2986,0.0038,0.5830,0.2222
170,deepseek-3.2-thinking,菩萨蛮,见玉兰感怀,8,0.2986,0.0000,0.6832,0.0000
533,doubao-seed-2.0-pro,浪淘沙,檐下见玉兰作,10,0.2985,0.0056,0.5831,0.2500
136,deepseek-3.2-thinking,浪淘沙,观玉兰有感,10,0.2985,0.0032,0.4754,0.1429
19,deepseek-3.2-thinking,祝英台近,遇玉兰有感,16,0.2984,0.0073,0.5448,0.2222
14,deepseek-3.2-thinking,清平乐,玉兰见志,8,0.2984,0.0000,0.4858,0.0000
349,qwen3.6-plus,菩萨蛮,白玉兰,8,0.2982,0.0000,0.5309,0.0000
545,doubao-seed-2.0-pro,祝英台近,暮春见庭中玉兰感作,16,0.2981,0.0023,0.5364,0.1538
497,doubao-seed-2.0-pro,菩萨蛮,校隅见玉兰花作,8,0.2978,0.0060,0.6177,0.1667
75,deepseek-3.2-thinking,浪淘沙,遇玉兰有感,10,0.2975,0.0087,0.5167,0.2500
102,deepseek-3.2-thinking,浪淘沙,见玉兰有感,10,0.2974,0.0087,0.5491,0.2500
435,doubao-seed-2.0-pro,浪淘沙,校径见玉兰感作,10,0.2973,0.0063,0.4851,0.1429
62,deepseek-3.2-thinking,清平乐,白玉兰吟,8,0.2970,0.0120,0.5543,0.1818
552,doubao-seed-2.0-pro,祝英台近,校隅见玉兰作,16,0.2969,0.0102,0.5927,0.2857
70,deepseek-3.2-thinking,清平乐,见玉兰感怀,8,0.2967,0.0065,0.4995,0.1818
69,deepseek-3.2-thinking,浪淘沙,春日见玉兰有感,10,0.2966,0.0074,0.6401,0.3333
159,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,8,0.2963,0.0071,0.4408,0.2000
394,doubao-seed-2.0-pro,清平乐,庭中观玉兰有感,8,0.2962,0.0000,0.4661,0.0000
191,deepseek-3.2-thinking,沁园春,见玉兰有感,26,0.2961,0.0038,0.6425,0.2500
560,doubao-seed-2.0-pro,菩萨蛮,校园观玉兰感作,8,0.2958,0.0071,0.6138,0.2000
172,deepseek-3.2-thinking,菩萨蛮,玉兰吟,8,0.2958,0.0051,0.5678,0.1429
331,qwen3.6-plus,菩萨蛮,玉兰辞,8,0.2957,0.0051,0.4747,0.1429
45,deepseek-3.2-thinking,浪淘沙,白玉兰咏,10,0.2956,0.0087,0.6333,0.2500
493,doubao-seed-2.0-pro,菩萨蛮,校道见玉兰花作,8,0.2956,0.0000,0.5274,0.0000
57,deepseek-3.2-thinking,沁园春,见玉兰感赋,25,0.2952,0.0006,0.6911,0.1818
128,deepseek-3.2-thinking,浪淘沙,见玉兰感怀,10,0.2952,0.0049,0.4761,0.2222
113,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,8,0.2946,0.0119,0.4843,0.1667
3,deepseek-3.2-thinking,浪淘沙,见玉兰有感,10,0.2946,0.0104,0.5181,0.1818
228,qwen3.6-plus,浪淘沙,玉兰吟,10,0.2944,0.0044,0.4982,0.2000
116,deepseek-3.2-thinking,清平乐,玉兰感怀,8,0.2942,0.0051,0.5208,0.1429
2,deepseek-3.2-thinking,浪淘沙,玉兰感怀,10,0.2941,0.0081,0.5750,0.3636
55,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,8,0.2940,0.0000,0.5217,0.0000
444,doubao-seed-2.0-pro,菩萨蛮,小园见玉兰偶作,8,0.2938,0.0000,0.5300,0.0000
32,deepseek-3.2-thinking,浪淘沙,见玉兰感怀,10,0.2933,0.0105,0.4821,0.2500
39,deepseek-3.2-thinking,清平乐,玉兰新悟,8,0.2930,0.0406,0.4461,0.2222
12,deepseek-3.2-thinking,清平乐,见玉兰有感,8,0.2924,0.0055,0.4767,0.1538
566,doubao-seed-2.0-pro,浪淘沙,校园见玉兰花作,10,0.2917,0.0123,0.5570,0.3333
132,deepseek-3.2-thinking,清平乐,见白玉兰有感,8,0.2916,0.0000,0.4876,0.0000
145,deepseek-3.2-thinking,沁园春,白玉兰吟,25,0.2916,0.0050,0.6684,0.2222
107,deepseek-3.2-thinking,浪淘沙,春日遇白玉兰有感,10,0.2915,0.0063,0.5159,0.1429
195,deepseek-3.2-thinking,浪淘沙,见玉兰有感,10,0.2914,0.0028,0.4460,0.1250
254,qwen3.6-plus,菩萨蛮,玉兰花下作,8,0.2914,0.0071,0.4598,0.2000
21,deepseek-3.2-thinking,沁园春,玉兰新悟,26,0.2913,0.0029,0.6971,0.2500
